,0,1,2,3,4,5,6,7,8,9,10,11
0,368.25656914711,380.16243863105774,519.4954192638397,413.2247111797333,518.7170767784119,511.6341235637665,475.6934187412262,532.5421795845032,533.0071861743927,397.768479347229,480.8529922962189,376.1411378383637
1,367.5620214939117,380.009325504303,527.9833018779755,364.0723693370819,515.2253856658936,510.8564291000366,470.1426513195038,545.2407875061035,512.7859964370728,393.2877831459045,480.2876181602478,391.70757246017456
2,367.4754331111908,379.3335542678833,528.1497974395752,363.8527319431305,513.3458826541901,508.8463022708893,463.7559492588043,521.3566768169403,510.0355739593506,389.9108936786652,478.550806760788,378.281886100769
3,365.4041435718536,381.7212760448456,524.105250120163,362.1719951629639,512.3020837306976,510.6246180534363,463.1733512878418,526.4599614143372,548.3457224369049,388.7669525146485,479.11674404144287,378.3231432437897
4,366.84967255592346,381.6963346004486,521.4610855579376,361.4493908882141,514.6731486320496,507.9157769680023,462.48998260498047,514.0977599620819,548.7247457504272,390.8094823360443,480.71759581565857,377.1021819114685
5,366.1203474998474,380.63698744773865,521.3192644119263,366.6726245880127,515.2261199951172,506.6196503639221,461.87622594833374,516.175240278244,520.4912731647491,391.8903183937073,480.9929251670837,379.0654652118683
6,370.68849635124207,380.9307925701141,520.4658899307251,363.7631995677948,512.6147184371948,506.1355576515198,461.6233549118042,519.5394048690796,519.0308010578156,378.1050522327423,481.29592633247375,375.7312526702881
7,369.59880447387695,379.3242404460907,502.5887494087219,360.9303231239319,514.0776131153107,506.6963665485382,462.1355519294739,523.8830728530884,518.399064540863,364.9899847507477,479.5302765369415,373.3179531097412
8,368.7163336277008,380.2210566997528,506.0853078365326,361.3493700027466,514.7049357891083,508.9727263450623,461.8229172229767,522.4325375556946,563.3716838359833,363.6529121398926,483.18454909324646,373.5389914512634
9,370.2906844615936,380.6513707637787,496.9603691101074,367.6815650463104,513.3039407730103,511.4519023895264,498.875696182251,516.8081109523773,530.4658181667328,363.873345375061,482.6955976486206,374.23866152763367
