,0
0,462.28957176208496
1,457.58353662490845
2,458.39721274375916
3,459.32165813446045
4,460.4421856403351
5,455.6483299732208
6,458.0968873500824
7,457.69418239593506
8,456.22779870033264
9,456.35266876220703
