,0
0,63.27931070327759
1,62.93808126449585
2,63.771395444869995
3,62.959025144577026
4,62.96998858451843
5,62.81281018257141
6,63.72368001937866
7,63.25118970870972
8,63.756359815597534
9,62.525681018829346
