,0,1,2,3,4,5,6,7,8,9,10,11
0,1481.8398456573486,1474.9027698040009,1447.2352685928345,1479.8673162460327,1482.4119112491608,1463.6291677951813,1465.5008475780487,1457.0987904071808,1454.09951710701,1475.0346326828003,1444.613447189331,1461.345281600952
1,1471.0509638786316,1475.253244638443,1446.882094860077,1484.3557460308075,1487.8173477649689,1460.956291437149,1457.5985848903656,1458.2086293697355,1456.392361164093,1476.4935381412506,1448.4429013729095,1462.0223076343536
2,1474.0108757019043,1477.0561356544497,1449.9191756248474,1475.8517730236051,1489.2751324176788,1466.05611038208,1451.80251288414,1460.4647665023804,1460.718510389328,1475.292031288147,1438.8946280479431,1462.4499094486237
3,1470.181077957153,1472.3043553829193,1445.619858264923,1480.617733001709,1486.376846075058,1459.6773629188538,1456.8960180282593,1458.514423370361,1452.463353395462,1474.2882990837095,1445.420388698578,1458.5702352523804
4,1476.9318797588348,1472.384816646576,1449.5148620605469,1483.1222426891327,1484.8674929141998,1469.41490316391,1458.9256587028503,1456.8676447868347,1460.7772126197815,1475.5289385318756,1444.6522104740145,1461.7553691864014
5,1479.09840631485,1471.9816207885742,1446.3029618263245,1477.8691136837006,1487.2019968032837,1472.1434218883514,1457.4483983516693,1459.404215335846,1451.6266367435455,1473.5496819019318,1446.6394171714785,1469.1901609897614
6,1476.2528295516968,1473.6654789447784,1444.2018251419067,1481.390827178955,1486.6768968105316,1474.7560567855835,1459.2149262428284,1458.8520991802216,1454.8184823989868,1475.9042048454285,1442.8331944942474,1472.498052358627
7,1476.5592985153198,1470.7341170310974,1445.3798553943634,1487.745821475983,1488.4324736595154,1460.026365995407,1454.3181517124176,1455.685961008072,1456.1064040660858,1483.5176048278809,1449.3335020542145,1467.8049421310425
8,1480.021112203598,1475.6886999607086,1446.9115226268768,1492.157548904419,1487.973608493805,1464.464103937149,1459.8521246910095,1462.2852716445925,1459.9795980453491,1481.219108581543,1451.163852930069,1466.4717781543732
9,1471.50461935997,1461.145890712738,1435.5536153316498,1484.50425863266,1494.723350763321,1459.0339283943176,1456.7245066165924,1457.1019878387451,1454.416097164154,1487.4361426830292,1447.6623673439026,1467.1684401035309
