,0,1,2,3,4,5,6,7,8,9,10,11
0,10.851149559020996,10.5483717918396,11.30675482749939,10.651170253753662,10.696366786956789,16.758795499801636,11.851867198944092,14.261796474456789,16.181355714797974,16.71337103843689,15.918439865112305,18.8857262134552
1,2.5580103397369385,2.549609422683716,2.492356777191162,2.599329233169556,2.599162340164185,2.451515913009644,2.5374133586883545,2.437009572982788,2.5103087425231934,2.397817611694336,2.443795919418335,2.5387752056121826
2,2.745190143585205,2.756361722946167,2.773383140563965,2.854398250579834,2.798248767852783,2.7046666145324707,2.716503620147705,2.656534194946289,2.801140308380127,2.7386624813079834,2.6583828926086426,2.773754596710205
3,2.550551176071167,2.527160167694092,2.5266287326812744,2.56609320640564,2.6022677421569824,2.495457172393799,2.527927160263061,2.3895583152771,2.5181381702423096,2.42822527885437,2.4586849212646484,2.4982054233551025
4,2.5155997276306152,2.495772361755371,2.5595273971557617,2.4708380699157715,2.5400211811065674,2.4987711906433105,2.480177164077759,2.412376880645752,2.5168349742889404,2.478203773498535,2.390146493911743,2.515324831008911
5,2.5095698833465576,2.49870228767395,2.48632287979126,2.484508752822876,2.557173252105713,2.499377012252808,2.519824266433716,2.4043781757354736,2.5157177448272705,2.4637670516967773,2.38173770904541,2.4598047733306885
6,2.5578746795654297,2.4859495162963867,2.5360093116760254,2.46806263923645,2.617234945297241,2.5085926055908203,2.496370553970337,2.3932464122772217,2.4904823303222656,2.4235050678253174,2.405949115753174,2.4561378955841064
7,2.550536632537842,2.509972333908081,2.532109260559082,2.505535840988159,2.4864702224731445,2.485128402709961,2.567427158355713,2.3935117721557617,2.540167093276977,2.4703948497772217,2.414318323135376,2.493438005447388
8,2.607383251190185,2.4705915451049805,2.510918140411377,2.4838078022003174,2.59012770652771,2.4725704193115234,2.615040063858032,2.374001979827881,2.528111219406128,2.420968770980835,2.388516902923584,2.4645705223083496
9,2.4857006072998047,2.4428136348724365,2.486455202102661,2.4996931552886963,2.7077698707580566,2.4907567501068115,2.458603858947754,2.391846179962158,2.560943841934204,2.440979480743408,2.447248935699463,2.489931344985962
