,0,1,2,3,4,5,6,7,8,9,10,11
0,62.17828178405762,60.24486780166626,61.68366837501526,61.60050702095032,62.94313430786133,60.61825966835022,63.46794629096985,61.252280950546265,60.67713093757629,61.199228048324585,61.59326100349426,62.27065992355347
1,61.62772035598755,60.09369206428528,61.56149959564209,61.06341314315796,62.78628993034363,60.27161931991577,62.6574273109436,61.00818824768066,59.75867390632629,60.51706862449646,61.65336537361145,60.83983421325684
2,62.19289422035217,60.86768913269043,60.88791847229004,61.53636074066162,62.67108297348023,61.05342864990234,63.0230598449707,61.650898456573486,60.01577615737915,61.25343871116638,62.24855542182922,60.99385571479797
3,63.10258984565735,60.315673828125,61.50573015213013,60.74608206748962,62.03406834602356,60.50536513328552,63.98067569732666,60.80125427246094,62.43703722953797,61.75432252883911,62.9565851688385,61.43928098678589
4,62.7240104675293,61.1189169883728,62.16543841362,61.788015604019165,61.232266664505005,60.69058060646057,63.78358721733093,61.04603719711304,62.33378791809082,62.38394045829773,61.40725612640381,61.23114228248596
5,63.069037437438965,60.69421458244324,62.37567615509033,62.1585807800293,61.60804510116577,61.00438070297241,63.43851447105408,61.62268280982971,62.98063540458679,61.91928172111511,62.10386681556702,61.67011570930481
6,62.552329540252686,60.21307706832886,60.99060416221619,61.8225245475769,60.47667956352234,59.378910303115845,62.49814534187317,61.41764760017395,62.0184428691864,62.47582030296326,62.99979519844055,60.87051844596863
7,61.58224272727966,60.83374810218811,61.94883370399475,60.80667185783386,61.71259331703186,58.92332720756531,61.99958515167236,61.84172582626343,62.3894157409668,62.14814043045044,62.51378512382507,60.17315006256104
8,62.77530550956726,60.9249279499054,62.22660994529724,62.20710444450378,62.75571751594544,59.98690557479858,63.71696710586548,62.08104133605957,63.000762939453125,63.79389572143555,63.0964949131012,59.17489337921143
9,61.561837673187256,61.36211490631104,61.6671941280365,61.936490058898926,62.26660132408142,59.70733141899109,62.3257532119751,61.28923797607422,62.32128691673279,61.9785737991333,62.376425981521606,59.78458380699158
