,0
0,1479.8673162460327
1,1484.3557460308075
2,1475.8517730236053
3,1480.617733001709
4,1483.1222426891327
5,1477.8691136837006
6,1481.390827178955
7,1487.7458214759827
8,1492.157548904419
9,1484.50425863266
