%GUI Data Logging
%Number of channels = 8
%Sample rate = 250Hz
%Board = MiniKit:2.0.0
Timestamp,ExG Channel 0,ExG Channel 1,ExG Channel 2,ExG Channel 3,ExG Channel 4,ExG Channel 5,ExG Channel 6,ExG Channel 7
1700061766918.0,14730.119705200195,0,0,0,0,0,0,0
1700061766922.0,14730.119705200195,0,0,0,0,0,0,0
1700061766926.0,14708.948135375977,0,0,0,0,0,0,0
1700061766930.0,14693.334102630615,0,0,0,0,0,0,0
1700061766934.0,14778.814315795898,0,0,0,0,0,0,0
1700061766938.0,14731.442928314209,0,0,0,0,0,0,0
1700061766942.0,14758.172035217285,0,0,0,0,0,0,0
1700061766946.0,14723.238945007324,0,0,0,0,0,0,0
1700061766950.0,14717.94605255127,0,0,0,0,0,0,0
1700061766954.0,14659.459590911865,0,0,0,0,0,0,0
1700061766958.0,14696.509838104248,0,0,0,0,0,0,0
1700061766962.0,14713.447093963623,0,0,0,0,0,0,0
1700061766966.0,14718.475341796875,0,0,0,0,0,0,0
1700061766970.0,14732.766151428223,0,0,0,0,0,0,0
1700061766974.0,14757.64274597168,0,0,0,0,0,0,0
1700061766978.0,14679.837226867676,0,0,0,0,0,0,0
1700061766982.0,14720.592498779297,0,0,0,0,0,0,0
1700061766986.0,14808.454513549805,0,0,0,0,0,0,0
1700061766990.0,14842.064380645752,0,0,0,0,0,0,0
