,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,110.974937915802,122.5588481426239,122.78798127174376,120.24142169952393,119.6781358718872,120.49268412590028,168.0211911201477,165.64069604873657,165.9436800479889,167.9229986667633,166.67444610595703,166.9545352458954,134.62254858016968,118.7265055179596,119.69952392578124,121.69798541069032,121.21624803543092,121.75455284118652,107.8606858253479,148.9058759212494,142.73359990119934,109.7073392868042,138.90720963478088,146.0212919712067
1,110.56319761276244,121.9652099609375,119.76385998725893,118.93020439147948,119.92100381851196,120.98857140541077,167.73314881324768,165.43108558654785,166.327241897583,167.67900586128235,166.52092599868774,167.2585804462433,134.80548286437988,119.54878520965576,119.51851725578308,122.57051420211792,123.97408103942873,123.53726720809937,107.22066116333008,148.00783348083496,143.21408033370972,109.6748456954956,137.76371836662292,146.50057458877563
2,110.80426621437071,121.65751242637634,120.65726208686829,120.30716800689696,119.92632102966309,124.03694868087769,168.4486231803894,165.39181756973267,168.14483737945557,168.09744381904602,166.76844930648804,166.92369031906128,134.7926549911499,119.29935312271118,120.29087495803832,120.31592559814452,123.10595798492432,123.27811408042908,110.73430800437929,147.11781525611875,143.05668830871582,108.80749654769896,136.8104910850525,146.5410511493683
3,109.50201964378356,121.27882313728333,119.73380303382874,121.2932596206665,118.49112248420715,120.59439206123352,168.14659881591797,165.8863935470581,166.02929496765137,169.03099584579468,166.16663312911987,166.6613483428955,135.89227199554443,118.3282516002655,118.66561841964722,120.26867508888245,121.09962677955627,119.55118083953856,106.56176424026488,143.85279893875122,142.5628478527069,110.4643611907959,134.92511558532715,145.70547127723694
4,110.13752484321594,124.1866021156311,120.41900753974916,122.69772291183472,119.91202855110168,121.61881828308104,168.09658670425415,165.46115493774414,166.24207854270935,168.04698753356934,166.6559784412384,167.5127296447754,135.6299591064453,117.8522801399231,120.54663181304932,120.27961707115172,117.91995906829834,119.77375078201294,105.78768801689148,144.10440039634705,142.36173939704895,113.82401466369627,135.7256097793579,145.1706187725067
5,109.71286249160768,119.0767786502838,119.3110716342926,120.5440845489502,118.84347987174988,121.0076060295105,168.08044457435608,165.54451727867126,166.29273867607117,168.27212643623352,165.997581243515,167.3300678730011,135.84255075454712,115.32497572898863,117.85842728614809,116.78941893577576,120.10930395126344,117.03496313095091,105.9243950843811,144.17065596580505,142.79355263710022,113.71243262290956,133.70340657234192,141.14042901992798
6,109.66617846488953,119.55569052696228,119.85078120231628,123.8317551612854,119.05542707443236,118.8347692489624,167.82382011413574,165.70030236244202,166.1770725250244,167.94738459587097,166.27616477012634,167.49171686172485,135.06023120880127,112.61083197593688,119.64509606361388,117.5494146347046,119.6173539161682,117.77016139030457,106.14122152328493,144.1806664466858,142.71143984794617,113.523934841156,134.09595823287964,134.70626997947693
7,109.69996309280396,119.63799357414246,119.617773771286,121.36078548431396,119.5796685218811,118.44999098777772,168.43782305717468,166.1722047328949,166.12036108970642,167.84050869941711,166.5203673839569,167.37798595428467,135.641339302063,118.15872955322266,120.40622448921204,120.41346597671507,122.9641411304474,121.39925932884216,105.8861300945282,144.31791615486145,142.8373944759369,114.58899474143982,134.79349851608276,137.26339268684387
8,109.77053546905518,119.36648201942444,119.53360962867735,121.50228953361513,118.69794368743896,116.65180444717409,167.6389718055725,165.53030467033386,166.28761267662048,168.12278699874878,165.87004137039185,166.95208311080933,132.91627192497253,117.58839297294617,123.04264664649963,121.71798467636108,122.10954260826112,121.83314681053162,107.00125098228456,144.43059754371643,142.3702690601349,114.74470257759094,136.06189966201782,137.43114161491394
9,109.74716234207152,119.01481103897096,119.2167239189148,119.9917848110199,117.94770336151124,121.73554754257202,175.54123449325562,165.38729047775269,166.02728605270386,168.33110904693604,166.37996172904968,167.5383059978485,134.15649700164795,120.98410606384276,121.5529808998108,121.0085747241974,121.62896752357484,122.06582713127136,106.394127368927,144.20065665245056,142.7466537952423,114.39778590202332,134.00407338142395,137.00344157218933
