,0
0,2.649444818496704
1,2.6318318843841553
2,2.509989023208618
3,2.5394973754882812
4,2.4858994483947754
5,2.512070894241333
6,2.603351593017578
7,2.6737892627716064
8,2.58565092086792
9,2.79404354095459
