,0
0,118.00262236595154
1,120.65815663337708
2,118.70634436607361
3,114.44717979431152
4,118.36896061897278
5,123.60339307785034
6,119.00965476036072
7,122.50545692443848
8,118.16516947746277
9,120.20469808578491
