,0
0,0.7455798969072165
1,0.7648152920962199
2,0.7222637457044674
3,0.7414991408934708
4,0.7693427835051546
5,0.7410008591065291
6,0.7514218213058419
7,0.7421907216494845
8,0.7725730240549828
9,0.7280627147766323
