,0
0,0.7673888530927835
1,0.7386275773195876
2,0.7211984536082474
3,0.7478495489690722
4,0.7427271262886598
5,0.7589642396907217
6,0.7622181056701032
7,0.7174371778350516
8,0.7685728092783505
9,0.7429606958762887
