,0
0,0.6527589034676664
1,0.6932638238050609
2,0.7215323336457358
3,0.6994552483598875
4,0.7115276476101218
5,0.7162253983130271
6,0.6858423149015933
7,0.7248125585754452
8,0.7073336457357076
9,0.7062441424554826
