,0
0,0.7357442010309279
1,0.7186855670103093
2,0.7124436211340206
3,0.7201111469072166
4,0.7233327963917526
5,0.732079574742268
6,0.7247583762886598
7,0.7229703608247423
8,0.7363643685567011
9,0.7345682989690722
