,0
0,0.8234301780693534
1,0.8325620899718837
2,0.8346356607310216
3,0.8365920805998126
4,0.8287312558575446
5,0.8311738519212746
6,0.8302835051546391
7,0.830072633552015
8,0.8337453139643861
9,0.8361586223055295
