,0
0,0.7116881443298969
1,0.7196048109965636
2,0.7101503436426118
3,0.7117955326460481
4,0.7129252577319587
5,0.7026804123711341
6,0.7085051546391753
7,0.7092697594501718
8,0.7235609965635739
9,0.712147766323024
