,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,paradigm,evaluation,pipeline_category
414,0.99326533,960.18134,144.0,,9,session_E,22,2,BNCI2014-001,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
415,0.91585034,948.9865,144.0,,9,session_T,22,2,BNCI2014-001,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
416,0.890625,18.041996,160.0,0.15563898,1,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
417,0.91015625,18.534355,160.0,0.16183418,2,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
418,1.0,22.101442,160.0,0.19490276,3,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
419,0.9945313,12.347318,160.0,0.10846596,4,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
420,0.9398438,19.324678,160.0,0.17005835,5,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
421,0.8109375,15.96446,160.0,0.14086731,6,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
422,0.97734374,22.393652,160.0,0.19656909,7,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
423,0.715625,14.753111,160.0,0.12999812,8,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
424,0.97578126,21.97781,160.0,0.19386299,9,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
425,0.775,13.080911,160.0,0.11437216,10,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
426,0.9117187,18.954365,160.0,0.16483726,11,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
427,0.8546875,16.9095,160.0,0.14719796,12,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
428,0.4359375,10.6627,160.0,0.0929775,13,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
429,0.55859375,10.669322,160.0,0.09377914,14,session_0,15,1,BNCI2014-002,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
430,0.8070313,30.488186,160.0,0.27114865,1,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
431,0.89921874,27.853142,160.0,0.24563491,2,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
432,1.0,33.95096,160.0,0.29923463,3,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
433,0.8070313,20.06167,160.0,0.17605488,4,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
434,0.70625,27.017992,160.0,0.23952474,5,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
435,0.6046875,21.381205,160.0,0.18823972,6,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
436,0.9867188,33.02415,160.0,0.29072765,7,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
437,0.52265626,15.991964,160.0,0.14051455,8,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
438,0.9789063,29.177248,160.0,0.2562499,9,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
439,0.64921874,16.495522,160.0,0.14684694,10,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
440,0.8953125,29.537584,160.0,0.26187566,11,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
441,0.58125,21.044945,160.0,0.18653895,12,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
442,0.44375,21.09499,160.0,0.18688197,13,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
443,0.4671875,15.268175,160.0,0.13437562,14,session_0,15,1,BNCI2014-002,EEGTCNet,MotorImagery,WithinSession,Deep Learning
444,0.590625,13.028658,160.0,0.1133607,1,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
445,0.84765625,16.845499,160.0,0.1459972,2,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
446,1.0,31.151878,160.0,0.27554435,3,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
447,0.9007813,13.629687,160.0,0.11970557,4,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
448,0.528125,13.763837,160.0,0.12209721,5,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
449,0.7203125,18.473566,160.0,0.16262883,6,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
450,0.9,14.578333,160.0,0.12702224,7,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
451,0.47890624,19.233723,160.0,0.17019169,8,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
452,0.984375,19.01538,160.0,0.16743168,9,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
453,0.6234375,13.880615,160.0,0.12165568,10,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
454,0.65,13.458041,160.0,0.11736389,11,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
455,0.62109375,18.064484,160.0,0.15826948,12,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
456,0.521875,13.887859,160.0,0.12154369,13,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
457,0.55859375,15.334799,160.0,0.13417678,14,session_0,15,1,BNCI2014-002,EEGITNet,MotorImagery,WithinSession,Deep Learning
458,0.56875,23.46961,160.0,0.1985742,1,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
459,0.8617188,75.67635,160.0,0.6596194,2,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
460,1.0,61.480885,160.0,0.53659135,3,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
461,0.98046875,63.12537,160.0,0.55278826,4,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
462,0.5648438,23.187628,160.0,0.20282018,5,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
463,0.615625,24.067543,160.0,0.20993829,6,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
464,0.965625,81.30156,160.0,0.7116352,7,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
465,0.45390624,24.659164,160.0,0.21642195,8,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
466,0.9867188,49.112164,160.0,0.43146917,9,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
467,0.553125,25.15989,160.0,0.21943186,10,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
468,0.66796875,36.16234,160.0,0.31669042,11,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
469,0.540625,25.048632,160.0,0.21926707,12,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
470,0.5375,25.038736,160.0,0.21912132,13,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
471,0.49609375,35.564125,160.0,0.3105516,14,session_0,15,1,BNCI2014-002,EEGNeX,MotorImagery,WithinSession,Deep Learning
472,0.878125,22.6207,160.0,0.19994926,1,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
473,0.9632813,25.05395,160.0,0.22208469,2,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
474,1.0,40.064377,160.0,0.35437706,3,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
475,0.978125,33.155254,160.0,0.29146287,4,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
476,0.8828125,37.328598,160.0,0.32753822,5,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
477,0.8859375,26.295979,160.0,0.22840036,6,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
478,0.9796875,38.41155,160.0,0.3400458,7,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
479,0.93046874,35.372074,160.0,0.31079823,8,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
480,0.9898437,40.204277,160.0,0.35348538,9,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
481,0.78515625,14.203962,160.0,0.12629643,10,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
482,0.91875,13.523549,160.0,0.11943346,11,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
483,0.82421875,30.46533,160.0,0.26951694,12,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
484,0.5835937,12.902945,160.0,0.113894686,13,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
485,0.6640625,15.672782,160.0,0.13853343,14,session_0,15,1,BNCI2014-002,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
486,0.821875,14.085564,160.0,0.12528114,1,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
487,0.95,11.539606,160.0,0.10263194,2,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
488,1.0,18.356377,160.0,0.16059446,3,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
489,0.978125,17.133266,160.0,0.15092535,4,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
490,0.83515626,14.4702015,160.0,0.1270451,5,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
491,0.8683594,15.067685,160.0,0.13226211,6,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
492,0.9875,21.275238,160.0,0.18696055,7,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
493,0.96015626,20.942205,160.0,0.18364683,8,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
494,0.990625,27.630474,160.0,0.24321802,9,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
495,0.8226563,15.052143,160.0,0.13354808,10,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
496,0.8921875,13.139494,160.0,0.1165159,11,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
497,0.84335935,21.219309,160.0,0.18766497,12,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
498,0.7097656,13.4524975,160.0,0.11943643,13,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
499,0.59882814,13.903725,160.0,0.12186622,14,session_0,15,1,BNCI2014-002,DeepConvNet,MotorImagery,WithinSession,Deep Learning
500,0.8640625,1.1359074,160.0,0.00083930895,1,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
501,0.81953126,0.5320536,160.0,0.00021258852,1,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
502,0.8265625,1.2838657,160.0,0.00096099067,1,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
503,0.825,0.06911735,160.0,4.939483e-05,1,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
504,0.7546875,0.07127056,160.0,4.9891732e-05,1,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
505,0.8234375,0.96085,160.0,0.00053530134,1,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
506,0.8265625,7.519849,160.0,0.0052111098,1,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
507,0.8265625,0.11299696,160.0,8.215987e-05,1,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
508,0.7296875,1.5137129,160.0,0.0009778203,10,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
509,0.6421875,0.052832793,160.0,3.0466186e-05,10,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
510,0.7015625,1.2676059,160.0,0.0009915523,10,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
511,0.7125,0.0776238,160.0,5.073455e-05,10,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
512,0.690625,0.0690588,160.0,5.0319075e-05,10,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
513,0.6265625,0.052560378,160.0,2.8563623e-05,10,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
514,0.69609374,7.492156,160.0,0.0051859673,10,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
515,0.6851562,0.08335128,160.0,5.3532847e-05,10,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
516,0.9015625,1.1724851,160.0,0.000922106,11,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
517,0.8828125,0.051602315,160.0,3.4699508e-05,11,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
518,0.9390625,1.2675356,160.0,0.0009924307,11,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
519,0.89453125,0.08502521,160.0,6.135385e-05,11,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
520,0.83515626,0.07033415,160.0,5.1834726e-05,11,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
521,0.87421876,0.04827752,160.0,3.2426196e-05,11,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
522,0.8953125,7.2827544,160.0,0.005364394,11,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
523,0.9078125,0.08790068,160.0,6.72828e-05,11,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
524,0.796875,1.4019518,160.0,0.0011927617,12,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
525,0.84375,0.25075683,160.0,0.00015924008,12,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
526,0.7914063,1.2826023,160.0,0.0011826145,12,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
527,0.78828126,0.1759636,160.0,0.00015183771,12,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
528,0.7109375,0.06824827,160.0,5.8196187e-05,12,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
529,0.840625,0.33031312,160.0,0.00021295578,12,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
530,0.8460938,7.500754,160.0,0.006561124,12,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
531,0.78984374,0.16631603,160.0,0.00014392441,12,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
532,0.6742188,1.5525826,160.0,0.001379576,13,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
533,0.66484374,0.2609082,160.0,0.00016042544,13,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
534,0.675,1.4816667,160.0,0.0013708748,13,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
535,0.7015625,0.083246805,160.0,7.545037e-05,13,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
536,0.59296876,0.077012874,160.0,6.774615e-05,13,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
537,0.6734375,0.69548804,160.0,0.00041398845,13,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
538,0.6828125,7.39998,160.0,0.0064208093,13,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
539,0.6796875,0.104785725,160.0,9.529159e-05,13,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
540,0.62890625,2.5586996,160.0,0.0019229306,14,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
541,0.53125,0.059175394,160.0,4.6097655e-05,14,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
542,0.64765626,1.865049,160.0,0.0015687328,14,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
543,0.64375,0.0857687,160.0,7.250807e-05,14,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
544,0.5804688,0.09449653,160.0,8.016528e-05,14,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
545,0.4890625,0.065052316,160.0,4.955303e-05,14,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
546,0.50703126,8.395004,160.0,0.0069061616,14,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
547,0.62421876,0.12283745,160.0,0.00010557878,14,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
548,0.9265625,1.4904493,160.0,0.0009876386,2,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
549,0.92265624,0.28125063,160.0,0.00012060563,2,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
550,0.9140625,1.2952691,160.0,0.00095608237,2,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
551,0.921875,0.07380867,160.0,5.272468e-05,2,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
552,0.903125,0.076785706,160.0,5.1106625e-05,2,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
553,0.92890626,0.28243,160.0,0.00012209745,2,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
554,0.91328126,7.4727945,160.0,0.005078496,2,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
555,0.8953125,0.09984593,160.0,7.2253366e-05,2,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
556,1.0,4.5741067,160.0,0.0014207351,3,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
557,1.0,1.7679467,160.0,0.00028878747,3,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
558,1.0,7.293982,160.0,0.0017582834,3,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
559,1.0,0.8762084,160.0,0.00017741509,3,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
560,1.0,2.6956506,160.0,0.00059992314,3,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
561,1.0,0.28821224,160.0,6.806554e-05,3,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
562,1.0,10.70888,160.0,0.0053412244,3,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
563,1.0,0.6887418,160.0,0.00015367923,3,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
564,0.9765625,2.5167377,160.0,0.0010228566,4,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
565,0.9429687,0.25274426,160.0,6.196959e-05,4,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
566,0.978125,2.2866883,160.0,0.0011433652,4,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
567,0.9742187,2.8584538,160.0,0.00044395676,4,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
568,0.9320313,1.9676625,160.0,0.00038808602,4,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
569,0.9398438,0.2503503,160.0,0.00012557434,4,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
570,0.94140625,8.705853,160.0,0.0049394974,4,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
571,0.9640625,0.29203382,160.0,9.6693446e-05,4,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
572,0.88125,3.526207,160.0,0.0012134234,5,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
573,0.834375,3.4569085,160.0,0.0005546692,5,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
574,0.89921874,3.4608843,160.0,0.0012828681,5,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
575,0.8882812,0.5873893,160.0,0.00012823504,5,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
576,0.75625,0.26899806,160.0,8.010713e-05,5,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
577,0.83515626,0.5000475,160.0,9.848908e-05,5,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
578,0.8335937,9.707872,160.0,0.004676971,5,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
579,0.853125,0.29014057,160.0,9.4396804e-05,5,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
580,0.7914063,2.3241105,160.0,0.0010617366,6,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
581,0.7875,3.257381,160.0,0.00049480813,6,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
582,0.821875,1.4766285,160.0,0.0010336868,6,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
583,0.803125,3.117476,160.0,0.0005515424,6,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
584,0.7046875,0.4636008,160.0,0.000106474414,6,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
585,0.796875,0.6842814,160.0,0.00014619993,6,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
586,0.77265626,7.6729746,160.0,0.0048028505,6,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
587,0.821875,0.29607958,160.0,0.0001007844,6,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
588,0.9765625,2.114046,160.0,0.0012333782,7,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
589,0.9640625,4.0567775,160.0,0.0015593419,7,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
590,0.975,4.310279,160.0,0.0021123611,7,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
591,0.975,2.088417,160.0,0.0008226295,7,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
592,0.90625,0.76833296,160.0,0.00031702573,7,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
593,0.9632813,0.27292085,160.0,0.0001226978,7,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
594,0.9664062,7.766624,160.0,0.0048921965,7,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
595,0.9515625,0.75501865,160.0,0.00031916177,7,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
596,0.94375,1.4251919,160.0,0.0010805454,8,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
597,0.49609375,0.2513636,160.0,0.000106872154,8,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
598,0.9390625,1.6142931,160.0,0.0011280953,8,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
599,0.9484375,0.086249635,160.0,6.1712926e-05,8,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
600,0.5453125,0.2805876,160.0,0.00013154568,8,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
601,0.6125,0.05125003,160.0,3.1974363e-05,8,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
602,0.521875,15.385531,160.0,0.007822489,8,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
603,0.92578125,0.4952969,160.0,0.00022306034,8,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
604,0.9453125,1.3885584,160.0,0.0009017407,9,session_0,15,1,BNCI2014-002,TS + EL,MotorImagery,WithinSession,Riemannian
605,0.93046874,0.25082546,160.0,6.9077796e-05,9,session_0,15,1,BNCI2014-002,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
606,0.9585937,1.3156828,160.0,0.0010255477,9,session_0,15,1,BNCI2014-002,TS + SVM,MotorImagery,WithinSession,Riemannian
607,0.94375,0.072809555,160.0,5.5214583e-05,9,session_0,15,1,BNCI2014-002,TS + LR,MotorImagery,WithinSession,Riemannian
608,0.9351562,0.071722366,160.0,5.2172458e-05,9,session_0,15,1,BNCI2014-002,MDM,MotorImagery,WithinSession,Riemannian
609,0.93359375,0.048309326,160.0,2.7964421e-05,9,session_0,15,1,BNCI2014-002,CSP + LDA,MotorImagery,WithinSession,Raw
610,0.9664062,7.492223,160.0,0.005171914,9,session_0,15,1,BNCI2014-002,CSP + SVM,MotorImagery,WithinSession,Raw
611,0.9421875,0.09816875,160.0,6.25196e-05,9,session_0,15,1,BNCI2014-002,FgMDM,MotorImagery,WithinSession,Riemannian
612,0.79375,1.2521179,160.0,0.22997673,1,session_0,15,1,BNCI2014-002,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
613,0.9125,1.146453,160.0,0.21056047,2,session_0,15,1,BNCI2014-002,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
