Unnamed: 0,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,pipelineDataset,paradigm,evaluation,pipeline_category,ITR
693,0.51111114,532.5406,92.0,10.84792,6,session_0,256,1,MAMEM1,SSVEP_TS + LR,MAMEM1||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,6.890132541243252
694,0.39130434,706.1026,115.0,14.294733,7,session_0,256,1,MAMEM1,SSVEP_TS + LR,MAMEM1||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,2.778012930106688
695,0.30439562,491.20435,69.0,10.015044,8,session_0,256,1,MAMEM1,SSVEP_TS + LR,MAMEM1||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.8824289734508772
696,0.90434784,716.62683,115.0,14.588624,9,session_0,256,1,MAMEM1,SSVEP_TS + LR,MAMEM1||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,33.51128033578095
697,0.8173913,687.92584,115.0,14.044655,10,session_0,256,1,MAMEM1,SSVEP_TS + LR,MAMEM1||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,25.419198418845163
698,0.7692308,450.9551,69.0,8.243983,1,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,21.620798220807526
699,0.38260868,933.4205,115.0,17.063126,2,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,2.5456364175452117
700,0.17472528,404.68195,69.0,7.394688,3,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.05955512948666808
701,0.6953216,758.33276,92.0,13.856663,4,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,16.51273033923544
702,0.2521739,1072.6593,115.0,22.116291,5,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.2314073337303002
703,0.47953215,502.48373,92.0,10.381458,6,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,5.6440303500197775
704,0.37391305,647.1668,115.0,13.345403,7,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,2.322497487258266
705,0.30439562,462.83328,69.0,9.572948,8,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.8824289734508772
706,0.8521739,678.2342,115.0,13.966303,9,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,28.438052397759876
707,0.773913,665.694,115.0,13.688838,10,session_0,256,1,MAMEM1,SSVEP_TS + SVM,MAMEM1||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,21.972532905157152
738,0.392,713.2101,125.0,14.90832,1,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,2.7969999458427353
739,0.184,1331.195,125.0,27.888239,2,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.023565783770118642
740,0.208,946.2156,125.0,19.758978,3,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.005714294033460909
741,0.192,889.7125,125.0,18.568111,4,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.005829768543739178
742,0.224,957.7326,125.0,19.987677,5,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.05047356606779463
743,0.168,1137.5481,125.0,23.763042,6,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.09637965490991274
744,0.232,1075.4481,125.0,22.443323,7,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.08893203297439367
745,0.216,808.9136,125.0,16.91402,8,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.022640569578151748
746,0.2,967.5655,125.0,20.24792,9,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.0
747,0.296,1453.4679,125.0,30.366346,10,session_0,256,1,MAMEM2,SSVEP_MDM,MAMEM2||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.7516373194420334
748,0.544,631.7094,125.0,12.900776,1,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,8.310428846491643
749,0.376,1293.7356,125.0,26.396965,2,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,2.3752040605221936
750,0.224,753.9848,125.0,15.271397,3,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.05047356606779463
751,0.288,772.91235,125.0,15.720676,4,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.6360882697747261
752,0.256,781.46173,125.0,15.886208,5,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.265559313793009
753,0.536,908.635,125.0,18.422441,6,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,7.953415960996693
754,0.416,802.50635,125.0,16.30139,7,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,3.487685507157985
755,0.28,696.03143,125.0,14.210047,8,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.5295456865446324
756,0.464,728.76685,125.0,14.736254,9,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,5.07341596099669
757,0.552,1031.5564,125.0,21.086771,10,session_0,256,1,MAMEM2,SSVEP_TS + LR,MAMEM2||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,8.674886308972622
758,0.488,603.9564,125.0,12.453791,1,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,5.96687261911927
759,0.304,1231.3972,125.0,25.451338,2,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.8760489484568001
760,0.192,697.6205,125.0,14.342204,3,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.005829768543739178
761,0.256,731.44934,125.0,15.053158,4,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.265559313793009
762,0.208,737.95966,125.0,15.189945,5,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.005714294033460909
763,0.512,852.87354,125.0,17.53168,6,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,6.926872619119271
764,0.4,750.76526,125.0,15.458799,7,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,3.019550008653873
765,0.24,666.2855,125.0,13.745315,8,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.13775631005680022
766,0.384,664.67236,125.0,13.701915,9,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,2.5821983914051705
767,0.496,981.8735,125.0,20.262882,10,session_0,256,1,MAMEM2,SSVEP_TS + SVM,MAMEM2||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,6.279485232422464
798,0.51,1.3122456,100.0,0.024185464,1,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,4.473138657876472
799,0.43,1.4612527,100.0,0.026989544,2,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,2.215126748200422
800,0.21,1.7972476,100.0,0.03326828,3,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.12793768998025978
801,0.42,1.3473521,100.0,0.024924293,4,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,1.9853570909615126
802,0.21,2.161587,100.0,0.040046718,5,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.12793768998025978
803,0.43,1.3213242,100.0,0.024459979,6,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,2.215126748200422
804,0.24,1.3592162,100.0,0.02515681,7,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.0077644013479849505
805,0.28,1.4227397,100.0,0.026352352,8,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.06752377841273471
806,0.35,1.8106227,100.0,0.033526834,9,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.7141263831151479
807,0.36,1.6362083,100.0,0.030311856,10,session_0,14,1,MAMEM3,SSVEP_MDM,MAMEM3||SSVEP_MDM,SSVEP,WithinSession,Riemannian,0.8588162056593518
808,0.59,1.256745,100.0,0.02310233,1,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,7.473298118930041
809,0.6,1.3472328,100.0,0.02467854,2,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,7.901288105137372
810,0.12,1.7742953,100.0,0.032828685,3,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,1.5174426815603637
811,0.39,1.2027061,100.0,0.022197898,4,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,1.367466521100149
812,0.36,1.9558322,100.0,0.0362659,5,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.8588162056593518
813,0.49,1.2204847,100.0,0.022191292,6,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,3.8391536575880103
814,0.32,1.3149655,100.0,0.024281658,7,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.3568808357024045
815,0.3,1.263513,100.0,0.023300063,8,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,0.1847070052899591
816,0.51,1.7090869,100.0,0.03167034,9,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,4.473138657876472
817,0.53,1.6051222,100.0,0.029458964,10,session_0,14,1,MAMEM3,SSVEP_TS + LR,MAMEM3||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,5.153320721866339
818,0.62,1.2402822,100.0,0.022824906,1,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,8.793444549993223
819,0.6,1.228117,100.0,0.022622965,2,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,7.901288105137372
820,0.12,1.657692,100.0,0.030645078,3,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,1.5174426815603637
821,0.38,1.1421983,100.0,0.021080622,4,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,1.185624546531674
822,0.33,1.8623228,100.0,0.034509834,5,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.462975034741957
823,0.47,1.1318984,100.0,0.020901296,6,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,3.251365721000954
824,0.33,1.2122257,100.0,0.02238364,7,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.462975034741957
825,0.32,1.1973885,100.0,0.022124717,8,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.3568808357024045
826,0.33,1.5436518,100.0,0.02854227,9,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,0.462975034741957
827,0.52,1.4332854,100.0,0.02653626,10,session_0,14,1,MAMEM3,SSVEP_TS + SVM,MAMEM3||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,4.807449273172866
855,0.6611111,5.497925,180.0,0.10746849,1,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,21.52551378566657
856,0.31666666,5.0853534,180.0,0.09970749,2,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,4.6308125174640455
857,0.9,5.49816,180.0,0.10799914,3,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,40.04853607616596
858,0.8888889,5.427837,180.0,0.10669671,4,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,38.997440194081065
859,0.7722222,5.0279117,180.0,0.09853432,5,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,29.246218220157754
860,1.0,5.7679768,180.0,0.113460094,6,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,51.83078314295647
861,0.92777777,5.5140905,180.0,0.10848234,7,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,42.8089481869404
862,0.81666666,5.764514,180.0,0.1133514,8,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,32.724119137956514
863,0.8055556,4.621884,180.0,0.09055468,9,session_0,8,1,Nakanishi2015,SSVEP_MDM,Nakanishi2015||SSVEP_MDM,SSVEP,WithinSession,Riemannian,31.830630832438853
864,0.70555556,4.599708,180.0,0.089339994,1,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,24.462053019338246
865,0.48333332,4.12715,180.0,0.08041638,2,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,11.543003835932959
866,0.89444447,4.513794,180.0,0.08796124,3,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,39.5195792982632
867,0.95,4.4390225,180.0,0.08641975,4,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,45.18931030371086
868,0.96666664,4.552947,180.0,0.0886135,5,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,47.11526156121051
869,1.0,5.0419893,180.0,0.098673545,6,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,51.83078314295647
870,0.95555556,4.76475,180.0,0.09305956,7,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,45.815404334031015
871,0.93333334,4.9237223,180.0,0.09565328,8,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,43.38758225883121
872,0.9611111,4.426968,180.0,0.08625337,9,session_0,8,1,Nakanishi2015,SSVEP_TS + LR,Nakanishi2015||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,46.45669262025323
873,0.71666664,4.0919847,180.0,0.07947451,1,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,25.226559485830524
874,0.46666667,3.8380334,180.0,0.07463148,2,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,10.744202646104808
875,0.8888889,4.0378656,180.0,0.078582235,3,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,38.997440194081065
876,0.95,4.1119237,180.0,0.080066636,4,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,45.18931030371086
877,0.9388889,3.9098833,180.0,0.07609271,5,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,43.97657287742288
878,1.0,4.6826463,180.0,0.09140526,6,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,51.83078314295647
879,0.93333334,4.3309155,180.0,0.084386095,7,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,43.38758225883121
880,0.92777777,4.1125536,180.0,0.08016343,8,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,42.8089481869404
881,0.9444444,3.7673624,180.0,0.073218465,9,session_0,8,1,Nakanishi2015,SSVEP_TS + SVM,Nakanishi2015||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,44.57679167238761
918,0.60897434,0.14587054,64.0,0.0023584426,1,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,12.443422137114599
919,0.73333335,0.14221182,64.0,0.0022969951,2,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,22.221079258192823
920,0.9051282,0.13987942,64.0,0.002269507,3,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,41.913187209684615
921,0.7948718,0.1412942,64.0,0.0022856884,4,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,28.2843844526369
922,0.5935897,0.12603673,64.0,0.002060102,5,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,11.438334772294619
923,0.7025641,0.14132628,64.0,0.002271405,6,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,19.513239299612838
924,0.87526315,0.19253635,96.0,0.0030325693,7,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,37.78414618552165
925,0.75,0.13985959,64.0,0.0022626952,8,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,23.774437510817343
926,0.53333336,0.14943504,64.0,0.0023912115,9,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,7.90677745254084
927,0.59353846,0.22195263,128.0,0.0034460453,10,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,11.435058478937306
928,0.51666665,0.14924154,64.0,0.0023931111,11,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,7.042092271045155
929,0.9,0.27042165,160.0,0.004164494,12,session_0,8,1,Kalunga2016,SSVEP_MDM,Kalunga2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,41.175244690158095
930,0.6871795,0.11547184,64.0,0.0017614366,1,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,18.233663413584452
931,0.7641026,0.114348985,64.0,0.0017481076,2,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,25.138814811864897
932,0.85897434,0.11772861,64.0,0.0017930573,3,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,35.686829531882836
933,0.73333335,0.11445546,64.0,0.001744118,4,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,22.221079258192823
934,0.5474359,0.10602474,64.0,0.001611438,5,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,8.676157494710477
935,0.7192308,0.11737623,64.0,0.0017704822,6,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,20.954836891551555
936,0.8536842,0.15622568,96.0,0.0023515886,7,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,35.02655004237934
937,0.7653846,0.12169876,64.0,0.0018571448,8,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,25.26518307516168
938,0.5641026,0.113715604,64.0,0.0017324316,9,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,9.630244310071465
939,0.5941538,0.19185881,128.0,0.0028673152,10,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,11.474434553492872
940,0.5474359,0.11974044,64.0,0.0018212954,11,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,8.676157494710477
941,0.86875,0.2790959,160.0,0.0041556326,12,session_0,8,1,Kalunga2016,SSVEP_TS + LR,Kalunga2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,36.93351886683736
942,0.5935897,0.107131146,64.0,0.0016373355,1,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,11.438334772294619
943,0.74871796,0.10525074,64.0,0.0016122041,2,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,23.652707875967227
944,0.85897434,0.108636096,64.0,0.0016626344,3,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,35.686829531882836
945,0.7807692,0.10521527,64.0,0.001614068,4,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,26.81300777633202
946,0.5474359,0.095794484,64.0,0.0014644279,5,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,8.676157494710477
947,0.7025641,0.10676827,64.0,0.0016222113,6,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,19.513239299612838
948,0.8431579,0.15174508,96.0,0.005223923,7,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,33.741303262125925
949,0.73333335,0.11165428,64.0,0.0017090746,8,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,22.221079258192823
950,0.61025643,0.104800746,64.0,0.0015896647,9,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,12.529115724924482
951,0.49969232,0.1910173,128.0,0.0028440293,10,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,6.210940845851676
952,0.4679487,0.109008834,64.0,0.0016693647,11,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,4.790543841995403
953,0.8875,0.26597413,160.0,0.003949277,12,session_0,8,1,Kalunga2016,SSVEP_TS + SVM,Kalunga2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,39.42842265012519
954,0.4375,10.226166,240.0,0.00748625,1,session_0,6,1,Wang2016,SSVEP_MDM,Wang2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,16.322279261866207
955,0.5125,5.832598,240.0,0.004235463,1,session_0,6,1,Wang2016,SSVEP_TS + SVM,Wang2016||SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian,20.948944828401217
956,0.5833333,8.1435375,240.0,0.0059518535,1,session_0,6,1,Wang2016,SSVEP_TS + LR,Wang2016||SSVEP_TS + LR,SSVEP,WithinSession,Riemannian,25.677698656191698
957,0.675,21.775314,240.0,0.015720045,10,session_0,6,1,Wang2016,SSVEP_MDM,Wang2016||SSVEP_MDM,SSVEP,WithinSession,Riemannian,32.3332350147116
