Unnamed: 0,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,pipelineDataset,paradigm,evaluation,pipeline_category,ITR
172,1.0,34.921795,100.0,0.24939643,40,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
173,0.99,35.600834,100.0,0.25424612,41,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,114.20143434581263
174,1.0,36.44398,100.0,0.26026574,41,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
175,0.99,36.41989,100.0,0.26009473,42,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,114.20143434581263
176,0.68,35.351246,100.0,0.25246322,42,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,35.30583252268417
177,1.0,34.927784,100.0,0.2494369,43,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
178,1.0,35.955116,100.0,0.2567739,43,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
179,1.0,34.23217,100.0,0.24446939,44,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
180,1.0,33.932823,100.0,0.24233264,44,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
181,0.98,35.199207,100.0,0.2513743,45,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,109.61161244662537
182,1.0,35.41786,100.0,0.25293872,45,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
183,1.0,35.97445,100.0,0.25691417,46,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
184,1.0,34.904762,100.0,0.24927434,46,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
185,0.31,35.77011,100.0,0.2554539,47,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,0.7921449674727521
186,0.99,34.660683,100.0,0.24752805,47,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,114.20143434581263
187,1.0,36.490288,100.0,0.26059774,48,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
188,0.99,34.46515,100.0,0.24613321,48,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,114.20143434581263
189,1.0,36.052017,100.0,0.2574655,49,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
190,1.0,33.904716,100.0,0.24213162,49,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
191,1.0,35.71179,100.0,0.2550377,50,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
192,1.0,35.314137,100.0,0.2521974,50,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
193,0.92,33.781624,100.0,0.24125376,51,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,88.26142858440208
194,0.87,35.496944,100.0,0.25350353,51,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,74.19100139269564
195,0.99,35.385513,100.0,0.25270793,52,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,114.20143434581263
196,1.0,34.409653,100.0,0.24573918,52,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
197,1.0,35.246574,100.0,0.25171548,53,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
198,1.0,34.477993,100.0,0.24622686,53,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,120.0
199,0.99,35.055126,100.0,0.25034645,54,session_1,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,114.20143434581263
200,0.94,34.9065,100.0,0.24928701,54,session_2,62,2,Lee2019-SSVEP,TRCA,Lee2019-SSVEP||TRCA,SSVEP,WithinSession,Raw,94.64743984813525
201,0.98,1.2941484,100.0,0.009240322,1,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
202,0.83,1.1001334,100.0,0.007854641,1,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,64.37109576799104
203,1.0,1.51589,100.0,0.010823591,2,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
204,0.97,1.5303246,100.0,0.010924445,2,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
205,0.8,1.4386965,100.0,0.0102725215,3,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,57.664764298104394
206,0.94,1.4470642,100.0,0.0103324475,3,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,94.64743984813525
207,0.99,1.5715414,100.0,0.011221368,4,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
208,1.0,1.4183964,100.0,0.010127657,4,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
209,0.6,1.5610428,100.0,0.011146382,5,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,23.703864315412115
210,0.97,1.5318519,100.0,0.010937787,5,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
211,1.0,1.7077892,100.0,0.012194399,6,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
212,0.97,1.3624977,100.0,0.009727948,6,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
213,0.99,1.1294899,100.0,0.008064179,7,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
214,1.0,1.3643999,100.0,0.009741366,7,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
215,0.59,1.417816,100.0,0.010123173,8,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,22.419894356790124
216,0.79,1.5115496,100.0,0.010792553,8,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,55.54050809503701
217,0.94,1.4877896,100.0,0.010623232,9,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,94.64743984813525
218,0.93,1.4662541,100.0,0.010469032,9,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,91.38773844295777
219,0.98,1.3419664,100.0,0.009579128,10,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
220,0.92,1.62204,100.0,0.011581855,10,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,88.26142858440208
221,1.0,1.252234,100.0,0.008940607,11,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
222,1.0,1.5073775,100.0,0.010762985,11,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
223,1.0,1.56723,100.0,0.011189647,12,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
224,0.94,1.3880091,100.0,0.009910753,12,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,94.64743984813525
225,0.76,1.5446929,100.0,0.011029596,13,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,49.47412322654402
226,0.92,1.205597,100.0,0.008607577,13,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,88.26142858440208
227,0.93,1.0860426,100.0,0.007753958,14,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,91.38773844295777
228,0.76,1.4346757,100.0,0.010239546,14,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,49.47412322654402
229,0.86,1.7212521,100.0,0.012290152,15,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,71.63198629537094
230,0.85,1.3624716,100.0,0.009728217,15,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,69.14491921052557
231,1.0,1.4410783,100.0,0.010289565,16,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
232,1.0,1.4359567,100.0,0.010253159,16,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
233,0.97,1.1179063,100.0,0.007981423,17,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
234,0.99,1.5544922,100.0,0.011099695,17,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
235,0.97,1.2271972,100.0,0.008761274,18,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
236,1.0,1.5097778,100.0,0.0107798865,18,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
237,0.96,1.2139891,100.0,0.008667864,19,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,101.65855865332433
238,0.97,1.5389223,100.0,0.010988018,19,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
239,0.9,1.4661703,100.0,0.01046838,20,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,82.35048938031619
240,0.7,1.1732812,100.0,0.008377252,20,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,38.59322103317763
241,0.87,1.2998939,100.0,0.00928131,21,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,74.19100139269564
242,1.0,1.5638689,100.0,0.011166809,21,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
243,0.93,1.1274387,100.0,0.008049626,22,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,91.38773844295777
244,0.82,1.6601181,100.0,0.011853681,22,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,62.0777822485147
245,0.44,1.5963125,100.0,0.011397885,23,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,7.370008702445818
246,0.42,1.4401267,100.0,0.010282855,23,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,5.956071272884538
247,1.0,1.2998571,100.0,0.00928101,24,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
248,0.97,1.5167236,100.0,0.010829452,24,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
249,0.98,1.2819517,100.0,0.009153134,25,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
250,0.86,1.1129375,100.0,0.0079458095,25,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,71.63198629537094
251,0.98,1.5790817,100.0,0.011274849,26,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
252,0.99,1.2644365,100.0,0.009028213,26,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
253,0.99,1.4811563,100.0,0.010575838,27,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
254,0.98,1.1507615,100.0,0.008216302,27,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
255,0.77,1.2335857,100.0,0.00880774,28,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,51.44683927725579
256,0.82,1.4257576,100.0,0.010180205,28,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,62.0777822485147
257,0.97,1.353256,100.0,0.009662084,29,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
258,0.86,1.5451238,100.0,0.011030983,29,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,71.63198629537094
259,0.99,1.4473975,100.0,0.010334768,30,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
260,1.0,1.5501239,100.0,0.0110685015,30,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
261,1.0,1.3631027,100.0,0.009732798,31,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
262,1.0,1.5466304,100.0,0.011043852,31,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
263,1.0,1.5247285,100.0,0.010887086,32,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
264,0.98,1.4368793,100.0,0.010259644,32,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
265,0.7,1.4004446,100.0,0.009999526,33,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,38.59322103317763
266,0.74,1.6627386,100.0,0.011871865,33,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,45.66980263919289
267,0.87,1.548809,100.0,0.01105545,34,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,74.19100139269564
268,0.88,1.1064936,100.0,0.007899857,34,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,76.82661807756583
269,0.99,1.4568266,100.0,0.010402113,35,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
270,0.98,1.3374453,100.0,0.009549494,35,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
271,1.0,1.5660762,100.0,0.011182335,36,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
272,1.0,1.42085,100.0,0.0101451045,36,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
273,0.99,1.2319415,100.0,0.008796032,37,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
274,0.99,1.36504,100.0,0.009746761,37,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
275,0.99,1.7312827,100.0,0.012361302,38,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
276,0.99,1.4812808,100.0,0.010576692,38,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
277,0.99,1.6676204,100.0,0.011907576,39,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
278,0.96,1.2959588,100.0,0.0092525575,39,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,101.65855865332433
279,0.8,1.2772995,100.0,0.009120048,40,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,57.664764298104394
280,1.0,1.5071611,100.0,0.010761188,40,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
281,0.98,1.6788204,100.0,0.011987065,41,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
282,0.99,1.1280025,100.0,0.008053788,41,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
283,1.0,1.4737722,100.0,0.010523165,42,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
284,0.51,1.3083751,100.0,0.00934205,42,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,13.419415973629416
285,0.98,1.2594061,100.0,0.008992272,43,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
286,1.0,1.1819233,100.0,0.008437977,43,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
287,0.99,1.5030918,100.0,0.010732489,44,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,114.20143434581263
288,0.97,1.486861,100.0,0.010613981,44,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
289,0.92,1.4765964,100.0,0.010543084,45,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,88.26142858440208
290,0.98,1.396653,100.0,0.009972368,45,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
291,0.79,1.7341834,100.0,0.012382787,46,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,55.54050809503701
292,0.81,1.4109921,100.0,0.010074824,46,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,59.84313989874499
293,0.25,1.5538276,100.0,0.011092298,47,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,0.0
294,0.83,1.5017937,100.0,0.010720384,47,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,64.37109576799104
295,0.95,1.3457761,100.0,0.009609142,48,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,98.06129507087914
296,0.98,1.5905591,100.0,0.011357274,48,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,109.61161244662537
297,1.0,1.3871098,100.0,0.009904187,49,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
298,0.97,1.1309297,100.0,0.008074728,49,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
299,1.0,1.446197,100.0,0.010321063,50,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
300,0.97,1.3582332,100.0,0.009697993,50,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
301,0.88,1.5195649,100.0,0.010850279,51,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,76.82661807756583
302,0.77,1.471499,100.0,0.010507054,51,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,51.44683927725579
303,1.0,1.4882294,100.0,0.010625817,52,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,120.0
304,0.97,1.3660388,100.0,0.009753585,52,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,105.48355602880734
305,0.96,1.2717891,100.0,0.009080663,53,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,101.65855865332433
306,0.84,1.1433504,100.0,0.008163437,53,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,66.72578671464294
307,0.89,1.2380896,100.0,0.008839905,54,session_1,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,79.54429000536868
308,0.91,1.5542268,100.0,0.01109682,54,session_2,62,2,Lee2019-SSVEP,CCA,Lee2019-SSVEP||CCA,SSVEP,WithinSession,Raw,85.25301347225958
309,0.95416665,35.96889,240.0,0.2568703,1,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,57.73504760189759
310,0.95,36.073273,240.0,0.2576199,2,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,57.25513232193952
311,0.9916667,36.781597,240.0,0.26267767,3,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,62.500246024913594
312,0.9791667,35.544132,240.0,0.2538411,4,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,60.78865991848804
313,1.0,35.048355,240.0,0.25029972,5,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.863137138648355
314,0.99583334,35.376095,240.0,0.25264102,6,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.13153929067458
315,0.8958333,36.75551,240.0,0.26248938,7,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,51.47158723217798
316,0.96666664,35.710735,240.0,0.25503105,8,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,59.21886540139863
317,0.8125,35.133434,240.0,0.2509073,9,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,43.61643502470655
318,1.0,36.32377,240.0,0.25940835,10,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.863137138648355
319,0.9291667,35.6264,240.0,0.25442842,11,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,54.94223900402327
320,1.0,36.295593,240.0,0.25920665,12,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.863137138648355
321,0.97083336,36.24746,240.0,0.25886315,13,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,59.730905332201786
322,0.98333335,35.37013,240.0,0.25259423,14,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,61.33855976365261
323,1.0,36.25375,240.0,0.258909,15,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.863137138648355
324,0.34166667,36.07636,240.0,0.25764173,16,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,10.991603765434563
325,0.9291667,35.7702,240.0,0.25545496,17,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,54.94223900402327
326,0.6375,36.55845,240.0,0.26108453,18,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,29.534771542836097
327,0.7083333,35.264122,240.0,0.251841,19,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,34.91385311560211
328,0.97083336,36.25116,240.0,0.25888968,20,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,59.730905332201786
329,0.67083335,36.720707,240.0,0.26224384,21,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,32.01692731347015
330,0.9458333,36.924957,240.0,0.2637022,22,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,56.781545932025054
331,0.9458333,34.846897,240.0,0.24886176,23,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,56.781545932025054
332,0.7875,35.320206,240.0,0.25224125,24,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,41.430549864163844
333,0.99583334,35.431606,240.0,0.25303364,25,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.13153929067458
334,0.99583334,34.64086,240.0,0.24739021,26,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,63.13153929067458
335,0.96666664,36.07408,240.0,0.25762546,27,0,62,1,Wang2016,CCA,Wang2016||CCA,SSVEP,WithinSession,Raw,59.21886540139863
