,Unnamed: 0,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,paradigm,evaluation,pipeline_category
704,288,0.18888889,12.84197,90.0,0.021989338,71,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
705,289,0.25555557,12.56692,90.0,0.021361195,72,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
706,290,0.2,15.169095,90.0,0.022533733,73,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
707,291,0.24444444,12.8157425,90.0,0.018611891,74,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
708,292,0.2777778,14.174496,90.0,0.019792326,75,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
709,293,0.26666668,13.158499,90.0,0.023168195,76,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
710,294,0.24444444,17.73443,90.0,0.02800869,77,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
711,295,0.18888889,12.958058,90.0,0.019931708,78,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
712,296,0.3,12.617094,90.0,0.020445753,79,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
713,297,0.2777778,12.922262,90.0,0.025224403,80,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
714,298,0.17777778,13.02961,90.0,0.02042006,81,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
715,299,0.22222222,13.092803,90.0,3.3085392,82,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
716,300,0.35555556,15.9129715,90.0,0.025139567,83,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
717,301,0.22222222,12.8112335,90.0,2.6212692,84,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
718,302,0.21111111,12.996245,90.0,0.02121984,85,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
719,303,0.31111112,13.951306,90.0,0.021975955,86,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
720,304,0.2888889,12.939779,90.0,2.5085833,87,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
721,305,0.2806324,16.221046,114.0,0.026193408,88,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
722,306,0.2888889,12.705849,90.0,0.02013823,89,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
723,307,0.26666668,12.994514,90.0,0.020484092,90,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
724,308,0.24444444,12.6004925,90.0,0.02303672,91,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
725,309,0.23715416,15.744459,114.0,0.025470538,92,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
726,310,0.17777778,13.545827,90.0,0.019069513,93,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
727,311,0.2888889,12.982823,90.0,0.021787656,94,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
728,312,0.17777778,12.513265,90.0,0.018122764,95,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
729,313,0.22222222,13.018737,90.0,0.020067958,96,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
730,314,0.22222222,12.914461,90.0,0.020967783,97,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
731,315,0.3,12.836612,90.0,0.020160588,98,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
732,316,0.3,13.501603,90.0,0.020185392,99,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
733,317,0.25238097,14.263206,72.0,0.02140226,100,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
734,318,0.35555556,16.761618,90.0,0.027117325,101,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
735,319,0.2,13.733882,90.0,0.020804504,102,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
736,320,0.2888889,13.079386,90.0,0.023451371,103,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
737,321,0.2496732,14.086764,88.0,0.023243865,104,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
738,322,0.24444444,13.383637,90.0,0.021958407,105,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
739,323,0.34444445,15.693661,90.0,0.025794888,106,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
740,324,0.3,14.014663,90.0,0.022122238,107,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
741,325,0.17777778,12.773449,90.0,0.020677213,108,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
742,326,0.3,13.53009,90.0,3.2244718,109,session_0,64,1,PhysionetMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
743,327,0.2888889,20.764412,90.0,0.075848095,1,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
744,328,0.33333334,21.16896,90.0,0.08672333,2,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
745,329,0.23333333,21.44394,90.0,0.08159561,3,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
746,330,0.25555557,21.577774,90.0,0.08021165,4,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
747,331,0.26666668,23.002718,90.0,0.08374808,5,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
748,332,0.17777778,21.973185,90.0,0.083032295,6,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
749,333,0.26666668,20.936333,90.0,0.082411304,7,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
750,334,0.2888889,22.802704,90.0,0.086731076,8,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
751,335,0.18888889,23.260473,90.0,0.08563952,9,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
752,336,0.2,23.05703,90.0,0.0886501,10,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
753,337,0.25555557,21.4714,90.0,0.0785692,11,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
754,338,0.2,20.920334,90.0,0.076547205,12,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
755,339,0.2777778,20.846298,90.0,0.08352667,13,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
756,340,0.18888889,21.304962,90.0,0.08662032,14,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
757,341,0.23333333,20.882132,90.0,0.0788025,15,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
758,342,0.26666668,21.769245,90.0,0.0801074,16,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
759,343,0.36666667,21.17185,90.0,0.077899404,17,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
760,344,0.23333333,20.992039,90.0,0.08102057,18,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
761,345,0.2888889,21.50444,90.0,0.08284414,19,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
762,346,0.31111112,23.124283,90.0,0.092672475,20,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
763,347,0.26666668,21.923288,90.0,0.080527976,21,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
764,348,0.26666668,25.31701,90.0,0.09974537,22,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
765,349,0.34444445,22.473822,90.0,0.08380121,23,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
766,350,0.24444444,24.421782,90.0,0.09527164,24,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
767,351,0.2888889,23.09298,90.0,0.08258369,25,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
768,352,0.21111111,20.953968,90.0,0.083648674,26,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
769,353,0.21111111,21.908056,90.0,0.08093352,27,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
770,354,0.24444444,21.235325,90.0,0.08139673,28,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
771,355,0.3,23.537039,90.0,0.091154635,29,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
772,356,0.16666667,21.882046,90.0,0.07735177,30,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
773,357,0.2888889,21.154408,90.0,0.08168876,31,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
774,358,0.26666668,23.024227,90.0,0.088417746,32,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
775,359,0.25555557,26.754965,90.0,0.10231163,33,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
776,360,0.3,20.866796,90.0,0.07957929,34,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
777,361,0.2,22.484995,90.0,0.083614886,35,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
778,362,0.31111112,22.213305,90.0,0.08469114,36,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
779,363,0.25555557,20.892685,90.0,0.07575037,37,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
780,364,0.26666668,24.172943,90.0,0.09619485,38,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
781,365,0.22222222,21.167456,90.0,0.08083629,39,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
782,366,0.22222222,23.870565,90.0,0.09026058,40,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
783,367,0.22222222,21.174229,90.0,0.08682541,41,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
784,368,0.37777779,22.981592,90.0,0.08798101,42,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
785,369,0.15555556,20.968693,90.0,0.0534566,43,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
786,370,0.25555557,21.728012,90.0,0.053631578,44,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
787,371,0.31111112,21.779238,90.0,0.053400982,45,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
788,372,0.22222222,21.12121,90.0,0.053086244,46,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
789,373,0.22222222,22.723354,90.0,0.057523433,47,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
790,374,0.25555557,21.232391,90.0,0.056071848,48,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
791,375,0.25555557,22.016716,90.0,0.054069452,49,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
792,376,0.26666668,22.56844,90.0,0.045097906,50,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
793,377,0.22222222,21.369068,90.0,0.037005693,51,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
794,378,0.2777778,21.824049,90.0,0.03919546,52,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
795,379,0.32222223,24.621277,90.0,0.046223268,53,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
796,380,0.25555557,21.409216,90.0,0.04040696,54,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
797,381,0.34444445,21.4773,90.0,0.039984494,55,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
798,382,0.2,21.678005,90.0,0.036932338,56,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
799,383,0.2777778,21.14333,90.0,0.040615525,57,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
800,384,0.17777778,22.557766,90.0,0.040460423,58,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
801,385,0.25555557,22.105501,90.0,0.040494468,59,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
802,386,0.2,21.654278,90.0,0.03596939,60,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
803,387,0.25555557,23.049822,90.0,0.04304662,61,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
804,388,0.36666667,21.256962,90.0,0.038771912,62,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
805,389,0.23333333,21.682873,90.0,0.035978254,63,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
806,390,0.3888889,21.992718,90.0,0.03907305,64,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
807,391,0.2777778,21.203865,90.0,0.036547486,65,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
808,392,0.25555557,23.137127,90.0,0.04403347,66,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
809,393,0.35555556,23.396532,90.0,0.043696802,67,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
810,394,0.3,22.15646,90.0,0.0380399,68,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
811,395,0.31111112,22.157602,90.0,0.037362766,69,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
812,396,0.2777778,22.436996,90.0,0.03985904,70,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
813,397,0.35555556,22.213188,90.0,0.039261438,71,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
814,398,0.47777778,64.0458,90.0,0.12242069,72,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
815,399,0.16666667,21.285944,90.0,0.036111142,73,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
816,400,0.33333334,23.666447,90.0,0.040919937,74,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
817,401,0.2777778,21.626844,90.0,0.037700687,75,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
818,402,0.31111112,21.363913,90.0,0.042360045,76,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
819,403,0.25555557,25.308413,90.0,0.048091557,77,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
820,404,0.2888889,22.111382,90.0,0.03618756,78,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
821,405,0.22222222,23.2667,90.0,0.041605297,79,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
822,406,0.4,24.708582,90.0,0.045488875,80,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
823,407,0.2,21.06265,90.0,0.035170518,81,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
824,408,0.21111111,24.293041,90.0,0.047037568,82,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
825,409,0.35555556,21.274607,90.0,0.039964337,83,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
826,410,0.33333334,22.6808,90.0,0.038460664,84,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
827,411,0.3,27.935614,90.0,0.051846344,85,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
828,412,0.2777778,21.820585,90.0,0.03646953,86,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
829,413,0.3,28.531446,90.0,0.052236706,87,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
830,414,0.26403162,28.715271,114.0,0.04920287,88,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
831,415,0.2888889,22.063726,90.0,0.04312908,89,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
832,416,0.24444444,21.51559,90.0,0.03978217,90,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
833,417,0.2777778,22.40349,90.0,0.038194362,91,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
834,418,0.2541502,26.371607,114.0,0.04768259,92,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
835,419,0.2888889,22.165035,90.0,0.039126325,93,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
836,420,0.32222223,21.0646,90.0,0.04055017,94,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
837,421,0.14444445,22.114647,90.0,0.038502548,95,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
838,422,0.24444444,21.651024,90.0,0.039791655,96,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
839,423,0.2777778,21.22085,90.0,0.040082134,97,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
840,424,0.16666667,21.064709,90.0,0.03582861,98,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
841,425,0.31111112,23.83544,90.0,0.045471307,99,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
842,426,0.31809524,18.685413,72.0,0.03160089,100,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
843,427,0.23333333,24.187515,90.0,0.045384273,101,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
844,428,0.2888889,24.293922,90.0,0.04264377,102,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
845,429,0.24444444,22.616762,90.0,0.041130908,103,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
846,430,0.28496733,21.757805,88.0,0.034876306,104,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
847,431,0.24444444,23.484913,90.0,0.04653417,105,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
848,432,0.24444444,22.337002,90.0,0.0467178,106,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
849,433,0.31111112,21.764015,90.0,0.03844171,107,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
850,434,0.18888889,22.328,90.0,0.0430968,108,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
851,435,0.22222222,22.663717,90.0,0.03773163,109,session_0,64,1,PhysionetMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
852,436,0.45555556,14.045544,90.0,0.0515258,1,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
853,437,0.7,17.82063,90.0,0.063183874,2,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
854,438,0.37777779,14.487853,90.0,0.047720794,3,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
855,439,0.45555556,11.231807,90.0,0.043275144,4,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
856,440,0.34444445,15.152155,90.0,0.050676145,5,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
857,441,0.34444445,14.783387,90.0,0.049520858,6,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
858,442,0.6,14.323298,90.0,0.049580798,7,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
859,443,0.37777779,12.880675,90.0,0.049812127,8,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
860,444,0.35555556,14.856821,90.0,0.05197634,9,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
861,445,0.4,20.253296,90.0,0.07393804,10,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
862,446,0.2777778,14.751926,90.0,0.05226058,11,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
863,447,0.36666667,14.217536,90.0,0.04830876,12,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
864,448,0.24444444,14.353207,90.0,0.046122115,13,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
865,449,0.31111112,14.739041,90.0,0.051175676,14,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
866,450,0.62222224,20.94409,90.0,0.07237274,15,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
867,451,0.25555557,24.855639,90.0,0.092378154,16,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
868,452,0.2777778,15.108845,90.0,0.053478863,17,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
869,453,0.37777779,18.137308,90.0,0.062282044,18,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
870,454,0.32222223,17.261494,90.0,0.060258623,19,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
871,455,0.32222223,14.281161,90.0,0.05237168,20,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
872,456,0.42222223,14.093881,90.0,0.050288662,21,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
873,457,0.42222223,14.866937,90.0,0.05033084,22,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
874,458,0.34444445,14.679074,90.0,0.053125188,23,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
875,459,0.36666667,23.742165,90.0,0.087714106,24,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
876,460,0.2777778,15.364911,90.0,0.05794047,25,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
877,461,0.51111114,11.274023,90.0,0.040720858,26,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
878,462,0.43333334,14.486197,90.0,0.055347342,27,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
879,463,0.2777778,14.456434,90.0,0.049765125,28,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
880,464,0.7222222,23.238033,90.0,0.07993084,29,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
881,465,0.31111112,14.195276,90.0,0.050895672,30,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
882,466,0.5222222,14.472899,90.0,0.051281907,31,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
883,467,0.4888889,13.257247,90.0,0.04854849,32,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
884,468,0.51111114,14.051302,90.0,0.048910297,33,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
885,469,0.5555556,14.707131,90.0,0.05502198,34,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
886,470,0.6333333,18.268131,90.0,0.07361166,35,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
887,471,0.24444444,17.598915,90.0,0.058938324,36,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
888,472,0.37777779,14.971729,90.0,0.053459097,37,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
889,473,0.32222223,15.359835,90.0,0.058172617,38,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
890,474,0.32222223,12.793263,90.0,0.04723156,39,session_0,64,1,PhysionetMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
