,Unnamed: 0,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,paradigm,evaluation,pipeline_category
0,0,0.45,8.375059,60.0,2.5108912,1,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
1,1,0.35,8.900136,60.0,2.8235571,2,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
2,2,0.45,10.479826,60.0,0.030621832,3,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
3,3,0.53333336,10.050369,60.0,3.520175,4,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
4,4,0.43333334,10.655973,60.0,3.498073,5,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
5,5,0.36666667,8.876363,60.0,2.2995842,6,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
6,6,0.6,10.662094,60.0,4.6807504,7,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
7,7,0.33333334,5.980406,60.0,2.0216517,8,session_0,16,1,AlexandreMotorImagery,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
8,8,0.33333334,9.973784,60.0,2.696434,1,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
9,9,0.33333334,10.091266,60.0,3.0976489,2,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
10,10,0.35,9.752277,60.0,3.538014,3,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
11,11,0.38333333,10.031352,60.0,0.023951812,4,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
12,12,0.33333334,7.642037,60.0,2.4683957,5,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
13,13,0.33333334,7.9370804,60.0,2.0722497,6,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
14,14,0.35,7.4885707,60.0,0.023841035,7,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
15,15,0.31666666,10.728159,60.0,3.6707165,8,session_0,16,1,AlexandreMotorImagery,EEGTCNet,MotorImagery,WithinSession,Deep Learning
16,16,0.33333334,8.589908,60.0,0.019435616,1,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
17,17,0.33333334,8.3139105,60.0,2.6693656,2,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
18,18,0.43333334,9.704627,60.0,0.025726538,3,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
19,19,0.33333334,8.795263,60.0,2.8297746,4,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
20,20,0.33333334,10.015692,60.0,3.243916,5,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
21,21,0.38333333,9.607897,60.0,0.02006754,6,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
22,22,0.38333333,11.417215,60.0,0.04095246,7,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
23,23,0.35,9.361698,60.0,0.023454467,8,session_0,16,1,AlexandreMotorImagery,EEGITNet,MotorImagery,WithinSession,Deep Learning
24,24,0.28333333,9.936592,60.0,3.2352285,1,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
25,25,0.3,8.424601,60.0,2.6168952,2,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
26,26,0.53333336,8.651087,60.0,3.223979,3,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
27,27,0.45,12.494512,60.0,4.6773887,4,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
28,28,0.3,9.615707,60.0,0.023630224,5,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
29,29,0.26666668,8.7775955,60.0,2.433994,6,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
30,30,0.48333332,12.330442,60.0,6.119394,7,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
31,31,0.4,8.940615,60.0,3.2388713,8,session_0,16,1,AlexandreMotorImagery,EEGNeX,MotorImagery,WithinSession,Deep Learning
32,32,0.31666666,12.535682,60.0,4.010109,1,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
33,33,0.43333334,16.343616,60.0,4.361076,2,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
34,34,0.6166667,17.277386,60.0,5.377655,3,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
35,35,0.65,11.653899,60.0,4.3205667,4,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
36,36,0.41666666,9.005626,60.0,0.021519285,5,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
37,37,0.35,10.036439,60.0,3.338098,6,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
38,38,0.6666667,10.881345,60.0,4.2327228,7,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
39,39,0.55,15.9482975,60.0,0.040954717,8,session_0,16,1,AlexandreMotorImagery,ShallowConvNet,MotorImagery,WithinSession,Deep Learning
40,40,0.4,16.011595,60.0,0.032574985,1,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
41,41,0.38333333,6.861326,60.0,0.01723704,2,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
42,42,0.33333334,8.490336,60.0,2.7600222,3,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
43,43,0.41666666,6.953786,60.0,0.014397463,4,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
44,44,0.35,6.474052,60.0,0.013984063,5,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
45,45,0.33333334,7.516696,60.0,2.8278046,6,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
46,46,0.46666667,6.9401264,60.0,3.2578204,7,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
47,47,0.33333334,9.453771,60.0,3.451881,8,session_0,16,1,AlexandreMotorImagery,DeepConvNet,MotorImagery,WithinSession,Deep Learning
48,48,0.6,6.138942,60.0,0.003960458,1,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
49,49,0.65,1.4687524,60.0,0.0010763974,1,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
50,50,0.5,50.012268,60.0,0.043693718,1,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
51,51,0.43333334,1.1250491,60.0,0.0007743494,1,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
52,52,0.6166667,0.27594203,60.0,0.00018955294,1,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
53,53,0.38333333,0.7215065,60.0,0.0005239678,1,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
54,54,0.5833333,3.4871752,60.0,0.0021437972,1,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
55,55,0.6333333,0.2378385,60.0,0.0001588607,1,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
56,56,0.7,1.3416343,60.0,0.0009599883,2,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
57,57,0.81666666,1.4650444,60.0,0.000995912,2,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
58,58,0.76666665,45.758503,60.0,0.038804714,2,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
59,59,0.71666664,0.51033497,60.0,0.00036780813,2,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
60,60,0.68333334,1.0276294,60.0,0.0005971678,2,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
61,61,0.73333335,3.2051697,60.0,0.001906006,2,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
62,62,0.7,0.8407397,60.0,0.00048185774,2,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
63,63,0.78333336,3.447529,60.0,0.0019575844,2,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
64,64,0.7,0.75277615,60.0,0.00049629697,3,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
65,65,0.6666667,14.494946,60.0,0.005815498,3,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
66,66,0.6333333,45.08559,60.0,0.03372524,3,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
67,67,0.65,0.43654042,60.0,0.0002532968,3,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
68,68,0.7,1.4592357,60.0,0.0004060494,3,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
69,69,0.65,0.74688196,60.0,0.00026197825,3,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
70,70,0.6166667,0.2381535,60.0,0.00010551517,3,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
71,71,0.6666667,1.0432876,60.0,0.00041990564,3,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
72,72,0.85,1.6554747,60.0,0.0012589955,4,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
73,73,0.85,0.93026733,60.0,0.0007798256,4,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
74,74,0.8333333,43.317894,60.0,0.039003927,4,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
75,75,0.75,0.46563324,60.0,0.00036005944,4,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
76,76,0.8666667,2.146863,60.0,0.0013815982,4,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
77,77,0.75,0.6695488,60.0,0.0004956959,4,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
78,78,0.55,5.262807,60.0,0.0033620913,4,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
79,79,0.8833333,0.25944453,60.0,0.00018438125,4,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
80,80,0.51666665,14.820668,60.0,0.0057841605,5,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
81,81,0.51666665,0.6177622,60.0,0.0004380267,5,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
82,82,0.43333334,54.651684,60.0,0.03622576,5,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
83,83,0.36666667,0.9956667,60.0,0.00046616222,5,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
84,84,0.43333334,0.2702058,60.0,0.00012346992,5,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
85,85,0.41666666,0.40728372,60.0,0.00025426102,5,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
86,86,0.43333334,3.0829344,60.0,0.0011609878,5,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
87,87,0.5,1.0463719,60.0,0.00040057846,5,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
88,88,0.48333332,0.55984575,60.0,0.00044329537,6,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
89,89,0.46666667,2.0722992,60.0,0.00093855505,6,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
90,90,0.35,39.507584,60.0,0.028237628,6,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
91,91,0.35,0.51509845,60.0,0.00027056164,6,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
92,92,0.4,0.6518497,60.0,0.00026055958,6,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
93,93,0.38333333,2.3555896,60.0,0.0009499909,6,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
94,94,0.4,0.038625717,60.0,2.856497e-05,6,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
95,95,0.45,7.2895637,60.0,0.0028306849,6,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
96,96,0.8333333,1.3935305,60.0,0.0005225671,7,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
97,97,0.81666666,0.48898655,60.0,0.0003301195,7,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
98,98,0.78333336,37.57475,60.0,0.021849193,7,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
99,99,0.78333336,0.6700382,60.0,0.0002084678,7,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
100,100,0.81666666,0.06478572,60.0,4.2217078e-05,7,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
101,101,0.76666665,0.2623445,60.0,0.00014677866,7,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
102,102,0.81666666,0.43935457,60.0,9.053739e-05,7,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
103,103,0.85,1.4471024,60.0,0.00030766538,7,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
104,104,0.75,0.5270556,60.0,0.00049029215,8,session_0,16,1,AlexandreMotorImagery,TS + SVM,MotorImagery,WithinSession,Riemannian
105,105,0.8,0.45652324,60.0,0.00042668096,8,session_0,16,1,AlexandreMotorImagery,TS + EL,MotorImagery,WithinSession,Riemannian
106,106,0.73333335,40.99355,60.0,0.034212038,8,session_0,16,1,AlexandreMotorImagery,CSP + SVM,MotorImagery,WithinSession,Raw
107,107,0.8,0.24669333,60.0,0.00020333943,8,session_0,16,1,AlexandreMotorImagery,DLCSPauto + shLDA,MotorImagery,WithinSession,Raw
108,108,0.73333335,0.055133007,60.0,5.0938528e-05,8,session_0,16,1,AlexandreMotorImagery,FgMDM,MotorImagery,WithinSession,Riemannian
109,109,0.8,0.25741616,60.0,0.00021204753,8,session_0,16,1,AlexandreMotorImagery,CSP + LDA,MotorImagery,WithinSession,Raw
110,110,0.75,0.036518477,60.0,3.1567135e-05,8,session_0,16,1,AlexandreMotorImagery,MDM,MotorImagery,WithinSession,Riemannian
111,111,0.76666665,0.04050994,60.0,3.4445107e-05,8,session_0,16,1,AlexandreMotorImagery,TS + LR,MotorImagery,WithinSession,Riemannian
112,112,0.53333336,3.2246134,60.0,0.002589023,1,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
113,113,0.68333334,17.752424,60.0,0.010651138,2,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
114,114,0.7,41.835415,60.0,0.0073534986,3,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
115,115,0.9,40.211693,60.0,0.0069655557,4,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
116,116,0.38333333,2.693279,60.0,0.0022694375,5,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
117,117,0.41666666,2.6359687,60.0,0.0014836374,6,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
118,118,0.76666665,43.040375,60.0,0.0073849224,7,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
119,119,0.81666666,5.661213,60.0,0.0019375584,8,session_0,16,1,AlexandreMotorImagery,FBCSP + SVM,FilterBankMotorImagery,WithinSession,Raw
120,120,0.56666666,183.28455,60.0,,1,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
121,121,0.75,184.76392,60.0,,2,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
122,122,0.7,174.98265,60.0,,3,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
123,123,0.9,172.12236,60.0,,4,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
124,124,0.53333336,190.23752,60.0,,5,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
125,125,0.45,182.4166,60.0,,6,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
126,126,0.8333333,188.95027,60.0,,7,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
127,127,0.81666666,164.39363,60.0,,8,session_0,16,1,AlexandreMotorImagery,ACM + TS + SVM,MotorImagery,WithinSession,Riemannian
128,0,0.6316999,21.155817,288.0,0.18702464,1,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
129,1,0.68390805,22.273067,288.0,0.19766085,1,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
130,2,0.4165759,15.312563,288.0,0.1343554,2,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
131,3,0.4722928,19.411816,288.0,0.17168958,2,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
132,4,0.84022987,27.776785,288.0,0.24629602,3,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
133,5,0.8507562,27.469233,288.0,0.24273491,3,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
134,6,0.5169994,28.075771,288.0,0.24787399,4,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
135,7,0.38850576,16.524971,288.0,0.1396828,4,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
136,8,0.31246218,17.04288,288.0,0.1441514,5,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
137,9,0.26370236,13.301214,288.0,0.11311802,5,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
138,10,0.38850576,17.592447,288.0,0.14925413,6,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
139,11,0.4032063,14.028551,288.0,0.11831203,6,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
140,12,0.7256503,25.862736,288.0,0.2193516,7,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
141,13,0.70804596,26.837887,288.0,0.227021,7,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
142,14,0.7705384,20.816029,288.0,0.17406951,8,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
143,15,0.822686,25.963223,288.0,0.21912485,8,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
144,16,0.8261948,25.965319,288.0,0.22027965,9,session_E,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
145,17,0.8615245,25.610067,288.0,0.21709348,9,session_T,22,2,BNCI2014-001,"EEGNet-8,2",MotorImagery,WithinSession,Deep Learning
146,18,0.52105266,43.310177,288.0,0.38585296,1,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
147,19,0.54543257,35.844597,288.0,0.31718758,1,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
148,20,0.3061706,25.072872,288.0,0.22322069,2,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
149,21,0.39274046,29.378836,288.0,0.260628,2,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
150,22,0.51451904,41.5619,288.0,0.36789688,3,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
151,23,0.6668482,47.10837,288.0,0.4186276,3,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
152,24,0.34718692,29.752539,288.0,0.26208025,4,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
153,25,0.27428916,22.026632,288.0,0.18770587,4,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
154,26,0.26037508,18.736977,288.0,0.15890719,5,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
155,27,0.27434966,22.23363,288.0,0.18951137,5,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
156,28,0.2569873,28.400457,288.0,0.24203415,6,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
157,29,0.23962492,16.036749,288.0,0.13572523,6,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
158,30,0.36128253,28.45608,288.0,0.24148178,7,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
159,31,0.42389596,40.264717,288.0,0.34226683,7,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
160,32,0.45892316,42.143032,288.0,0.35567304,8,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
161,33,0.48989716,38.2931,288.0,0.32682922,8,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
162,34,0.7153055,46.036858,288.0,0.39248982,9,session_E,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
163,35,0.4474289,40.766052,288.0,0.34707183,9,session_T,22,2,BNCI2014-001,EEGTCNet,MotorImagery,WithinSession,Deep Learning
164,36,0.37174833,17.003088,288.0,0.15105039,1,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
165,37,0.4341803,20.291754,288.0,0.18002874,1,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
166,38,0.3505747,18.162363,288.0,0.15993477,2,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
167,39,0.34343618,17.38331,288.0,0.15374282,2,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
168,40,0.54392016,29.60713,288.0,0.2621338,3,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
169,41,0.44083485,17.181597,288.0,0.15200546,3,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
170,42,0.3369026,17.640789,288.0,0.15583529,4,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
171,43,0.39558378,17.078075,288.0,0.14443767,4,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
172,44,0.29183304,19.412558,288.0,0.16440772,5,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
173,45,0.3089534,17.55171,288.0,0.14910935,5,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
174,46,0.31270418,18.520844,288.0,0.15704432,6,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
175,47,0.27797943,17.062092,288.0,0.1440203,6,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
176,48,0.32268602,17.356056,288.0,0.1473937,7,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
177,49,0.28838477,17.345592,288.0,0.14702831,7,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
178,50,0.3506957,16.997568,288.0,0.14238845,8,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
179,51,0.31615245,16.906431,288.0,0.14313585,8,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
180,52,0.35408348,16.877645,288.0,0.14372611,9,session_E,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
181,53,0.35777375,17.017359,288.0,0.14466135,9,session_T,22,2,BNCI2014-001,EEGITNet,MotorImagery,WithinSession,Deep Learning
182,54,0.55190563,47.1405,288.0,0.40609166,1,session_E,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
183,55,0.5523896,54.722755,288.0,0.47834033,1,session_T,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
184,56,0.29128855,41.935863,288.0,0.36727354,2,session_E,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
185,57,0.31234118,42.356014,288.0,0.37064573,2,session_T,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
186,58,0.57610404,113.23582,288.0,0.9891016,3,session_E,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
187,59,0.6354507,92.59605,288.0,0.81008714,3,session_T,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
188,60,0.46509376,70.55296,288.0,0.6191607,4,session_E,22,2,BNCI2014-001,EEGNeX,MotorImagery,WithinSession,Deep Learning
