9.450186027284002144e-01,9.322314049586777340e-01,9.007179487179487465e-01,1.670833333333333615e+00,1.000000000000000000e+00
9.053327821413806875e-01,8.826446280991735449e-01,8.607179487179487110e-01,1.666666666666666297e+00,1.000000000000000000e+00
8.730880529144274815e-01,8.462809917355371692e-01,8.125897435897435628e-01,1.678787878787878718e+00,1.000000000000000000e+00
9.421248449772633426e-01,9.157024793388429673e-01,8.882051282051282026e-01,1.666666666666666297e+00,1.000000000000000000e+00
9.222819346837536347e-01,9.057851239669421073e-01,8.454102564102563555e-01,1.673423423423423095e+00,9.499999999999999556e-01
9.243489045059941622e-01,9.256198347107438273e-01,9.069487179487178974e-01,1.678632478632478220e+00,1.000000000000000000e+00
8.821827201322860468e-01,8.628099173553719359e-01,8.560769230769230687e-01,1.670202020202020243e+00,9.499999999999999556e-01
9.350971475816453049e-01,9.024793388429751539e-01,9.060000000000000275e-01,1.666666666666666741e+00,1.000000000000000000e+00
8.631665977676725721e-01,8.495867768595041225e-01,8.210769230769230376e-01,1.674731182795698325e+00,9.000000000000000222e-01
8.412567176519223366e-01,8.479338842975207013e-01,7.633589743589743737e-01,1.694086021505375905e+00,9.499999999999999556e-01
9.078131459280694981e-01,8.826446280991735449e-01,8.464102564102563564e-01,1.668918918918918637e+00,9.749999999999999778e-01
8.974782968168665276e-01,8.462809917355371692e-01,8.274102564102564505e-01,1.666666666666666519e+00,9.749999999999999778e-01
8.718478710210830762e-01,8.826446280991735449e-01,8.110256410256410087e-01,1.670555555555555127e+00,9.250000000000000444e-01
8.978916907813145887e-01,8.595041322314049825e-01,8.516923076923076374e-01,1.672972972972972538e+00,1.000000000000000000e+00
8.007441091360065766e-01,7.768595041322313710e-01,7.117692307692308207e-01,1.671264367816091445e+00,8.750000000000000000e-01
9.384042992972302377e-01,9.024793388429751539e-01,8.775897435897436205e-01,1.666666666666666297e+00,1.000000000000000000e+00
9.557668458040512460e-01,9.256198347107438273e-01,9.006410256410256610e-01,1.672500000000000098e+00,1.000000000000000000e+00
8.966515088879701834e-01,8.809917355371901238e-01,8.629743589743589238e-01,1.677027027027026662e+00,9.749999999999999778e-01
8.788755684167011140e-01,8.561983471074380292e-01,8.473589743589743373e-01,1.685416666666666563e+00,9.000000000000000222e-01
8.557255064076064732e-01,8.710743801652892637e-01,8.086153846153846247e-01,1.677450980392156898e+00,9.749999999999999778e-01
9.570070276973956513e-01,9.421487603305784830e-01,9.190256410256409936e-01,1.666666666666666741e+00,1.000000000000000000e+00
8.995452666391070551e-01,8.925619834710744049e-01,8.521282051282050851e-01,1.671621621621621534e+00,1.000000000000000000e+00
8.081852004960727864e-01,7.752066115702479498e-01,7.515128205128205341e-01,1.677272727272727249e+00,8.000000000000000444e-01
9.541132699462587796e-01,9.537190082644627642e-01,9.207435897435897187e-01,1.666666666666666741e+00,1.000000000000000000e+00
