9.404712691194708762e-01,9.322314049586777340e-01,9.022820512820513006e-01,1.672916666666666829e+00,1.000000000000000000e+00
9.136006614303431306e-01,8.644628099173553570e-01,8.569743589743590295e-01,1.675213675213675035e+00,1.000000000000000000e+00
8.788755684167011140e-01,8.694214876033057315e-01,8.244102564102564479e-01,1.673809523809523636e+00,9.749999999999999778e-01
9.338569656883008996e-01,9.041322314049586861e-01,8.951538461538461888e-01,1.672649572649572258e+00,1.000000000000000000e+00
9.156676312525836581e-01,8.909090909090908728e-01,8.405128205128205021e-01,1.670085470085469925e+00,9.749999999999999778e-01
9.247622984704423343e-01,9.305785123966942018e-01,9.126153846153846061e-01,1.674122807017543790e+00,1.000000000000000000e+00
8.879702356345597902e-01,8.396694214876032625e-01,8.571538461538461551e-01,1.680555555555555358e+00,9.499999999999999556e-01
9.346837536171972438e-01,9.272727272727272485e-01,9.073846153846153451e-01,1.666666666666666741e+00,1.000000000000000000e+00
8.689541132699462045e-01,8.479338842975207013e-01,8.269230769230768718e-01,1.668750000000000178e+00,9.000000000000000222e-01
8.313352625051674272e-01,8.314049586776859346e-01,7.855384615384615188e-01,1.686574074074073781e+00,9.499999999999999556e-01
9.111202976436544310e-01,8.958677685950413583e-01,8.484871794871794437e-01,1.678703703703703365e+00,9.749999999999999778e-01
8.896238114923522566e-01,8.661157024793388892e-01,8.441282051282050780e-01,1.676068376068375887e+00,9.499999999999999556e-01
8.875568416701116181e-01,8.925619834710744049e-01,8.053076923076922800e-01,1.666666666666666519e+00,9.000000000000000222e-01
8.970649028524183555e-01,8.793388429752065916e-01,8.447692307692307168e-01,1.676068376068375887e+00,9.749999999999999778e-01
7.788342290202563412e-01,7.768595041322313710e-01,7.124615384615384794e-01,1.703448275862068373e+00,9.000000000000000222e-01
9.350971475816453049e-01,9.157024793388429673e-01,8.794358974358974512e-01,1.669658119658119499e+00,1.000000000000000000e+00
9.363373294749897102e-01,9.157024793388429673e-01,9.014871794871794908e-01,1.672500000000000098e+00,1.000000000000000000e+00
8.838362959900785132e-01,8.611570247933884037e-01,8.548717948717948767e-01,1.695495495495495053e+00,1.000000000000000000e+00
8.664737494832575049e-01,8.793388429752065916e-01,8.401025641025641200e-01,1.690909090909091139e+00,9.250000000000000444e-01
8.296816866473749608e-01,8.479338842975207013e-01,8.040512820512820680e-01,1.710810810810810434e+00,9.499999999999999556e-01
9.508061182306738468e-01,9.256198347107438273e-01,9.194358974358974868e-01,1.666666666666666741e+00,1.000000000000000000e+00
8.974782968168665276e-01,8.760330578512396382e-01,8.489487179487179569e-01,1.676923076923076739e+00,1.000000000000000000e+00
8.032244729226952762e-01,7.685950413223140432e-01,7.486410256410256370e-01,1.676436781609194959e+00,8.249999999999999556e-01
9.536998759818107185e-01,9.404958677685950619e-01,9.194102564102564212e-01,1.667083333333333472e+00,1.000000000000000000e+00
