,Score,time,subject,nb_cal,clf,score_01,time_training
315,0.91,1.3775362318840578,9,7,Xdawn+LDA,0.7338756443298968,0.0
316,0.82,1.4071428571428568,9,8,Xdawn+RG+MDM,0.7255614874815906,0.0
317,0.75,1.4090909090909087,9,8,Xdawn+RG+LDA,0.7126012518409426,0.0
318,0.75,1.4149122807017542,9,8,Xdawn+RG+SVC,0.7052098674521354,0.0
319,0.89,1.4095238095238094,9,8,Xdawn+LDA,0.7122146539027983,0.0
320,0.83,1.3941176470588235,9,9,Xdawn+RG+MDM,0.7354059278350515,0.0
321,0.92,1.4229166666666666,9,9,Xdawn+RG+LDA,0.7276954467353952,0.0
322,0.83,1.4129629629629628,9,9,Xdawn+RG+SVC,0.7161297250859107,0.0
323,0.92,1.4324999999999997,9,9,Xdawn+LDA,0.7340743127147766,0.0
324,0.89,1.399319727891156,10,1,Xdawn+RG+MDM,0.8005522827687777,0.0
325,0.96,1.4059027777777775,10,1,Xdawn+RG+LDA,0.8273656111929308,0.0
326,0.91,1.395390070921986,10,1,Xdawn+RG+SVC,0.8200984904270987,0.0
327,0.89,1.4079710144927535,10,1,Xdawn+LDA,0.7371456185567011,0.0
328,1.0,1.4212765957446807,10,2,Xdawn+RG+MDM,0.8573255352894529,0.0
329,0.98,1.4357142857142857,10,2,Xdawn+RG+LDA,0.8476358049167327,0.0
330,0.96,1.4074468085106384,10,2,Xdawn+RG+SVC,0.8639026566217287,0.0
331,1.0,1.4409090909090911,10,2,Xdawn+LDA,0.8406720856463125,0.0
332,1.0,1.396099290780142,10,3,Xdawn+RG+MDM,0.8913498711340206,0.0
333,1.0,1.3925531914893619,10,3,Xdawn+RG+LDA,0.8916827749140894,0.0
334,1.0,1.4042553191489362,10,3,Xdawn+RG+SVC,0.8978253865979382,0.0
335,1.0,1.3910852713178294,10,3,Xdawn+LDA,0.8756013745704467,0.0
336,1.0,1.3898373983739836,10,4,Xdawn+RG+MDM,0.8977038425492034,0.0
337,1.0,1.367063492063492,10,4,Xdawn+RG+LDA,0.9108305998125585,0.0
338,0.98,1.3755813953488372,10,4,Xdawn+RG+SVC,0.9032509372071228,0.0
339,1.0,1.4496212121212124,10,4,Xdawn+LDA,0.8907567947516402,0.0
340,1.0,1.4200854700854704,10,5,Xdawn+RG+MDM,0.9040721649484535,0.0009515285491943359
341,1.0,1.4405982905982908,10,5,Xdawn+RG+LDA,0.9113788659793814,0.0
342,1.0,1.433760683760684,10,5,Xdawn+RG+SVC,0.9045876288659793,0.0
343,1.0,1.4404166666666665,10,5,Xdawn+LDA,0.9268492268041237,0.0
344,1.0,1.4400000000000002,10,6,Xdawn+RG+MDM,0.8927835051546391,0.0
345,1.0,1.437878787878788,10,6,Xdawn+RG+LDA,0.9157144902634593,0.0
346,1.0,1.3885714285714288,10,6,Xdawn+RG+SVC,0.9172752004581901,0.0
347,1.0,1.393809523809524,10,6,Xdawn+LDA,0.9225443871706758,0.0
348,1.0,1.4122222222222225,10,7,Xdawn+RG+MDM,0.9016913659793815,0.0
349,1.0,1.4074712643678164,10,7,Xdawn+RG+LDA,0.9269974226804123,0.0
350,1.0,1.433870967741936,10,7,Xdawn+RG+SVC,0.9257651417525773,0.0
351,1.0,1.4526041666666667,10,7,Xdawn+LDA,0.9506926546391752,0.0
352,1.0,1.422619047619048,10,8,Xdawn+RG+MDM,0.9174613402061855,0.0
353,0.96,1.3697530864197534,10,8,Xdawn+RG+LDA,0.9332382179675993,0.0
354,1.0,1.4,10,8,Xdawn+RG+SVC,0.9338273195876289,0.0
355,1.0,1.4092592592592594,10,8,Xdawn+LDA,0.9459315169366715,0.0
356,1.0,1.4282608695652173,10,9,Xdawn+RG+MDM,0.9118986254295532,0.0
357,1.0,1.418253968253968,10,9,Xdawn+RG+LDA,0.9231851374570447,0.0
358,1.0,1.452173913043478,10,9,Xdawn+RG+SVC,0.9240549828178695,0.0
359,1.0,1.3999999999999997,10,9,Xdawn+LDA,0.946338058419244,0.0
360,0.46,1.4899999999999998,11,1,Xdawn+RG+MDM,0.5684738586156112,0.0
361,0.52,1.482777777777778,11,1,Xdawn+RG+LDA,0.5627945508100147,0.0
362,0.46,1.4709677419354839,11,1,Xdawn+RG+SVC,0.5600423416789396,0.0
363,0.3,1.5255555555555562,11,1,Xdawn+LDA,0.5398425994108984,0.0
364,0.71,1.3883838383838385,11,2,Xdawn+RG+MDM,0.645454996034893,0.0
365,0.71,1.494761904761905,11,2,Xdawn+RG+LDA,0.6616921094369548,0.0
366,0.69,1.4196969696969695,11,2,Xdawn+RG+SVC,0.6503865979381444,0.0
367,0.42,1.4891025641025641,11,2,Xdawn+LDA,0.6137192704203014,0.0
368,0.77,1.4964646464646465,11,3,Xdawn+RG+MDM,0.7160384450171822,0.0
369,0.79,1.4828124999999999,11,3,Xdawn+RG+LDA,0.6873013316151202,0.0
370,0.77,1.4773809523809527,11,3,Xdawn+RG+SVC,0.6818298969072165,0.0
371,0.88,1.4093137254901962,11,3,Xdawn+LDA,0.734289089347079,0.0
372,0.82,1.4833333333333334,11,4,Xdawn+RG+MDM,0.7279522024367385,0.0
373,0.8,1.399537037037037,11,4,Xdawn+RG+LDA,0.7337863167760075,0.0
374,0.86,1.4790476190476192,11,4,Xdawn+RG+SVC,0.724619259606373,0.0
375,0.86,1.4622222222222223,11,4,Xdawn+LDA,0.7381267572633552,0.0
376,0.8,1.448717948717949,11,5,Xdawn+RG+MDM,0.7361533505154639,0.0
377,0.82,1.4322222222222225,11,5,Xdawn+RG+LDA,0.7657474226804124,0.0009911060333251953
378,0.78,1.4338888888888888,11,5,Xdawn+RG+SVC,0.7293105670103093,0.0
379,0.85,1.4433333333333338,11,5,Xdawn+LDA,0.7737113402061856,0.0
380,0.78,1.4909090909090907,11,6,Xdawn+RG+MDM,0.7303908934707903,0.0
381,0.86,1.4030864197530866,11,6,Xdawn+RG+LDA,0.7717711912943872,0.0
382,0.89,1.4559523809523813,11,6,Xdawn+RG+SVC,0.7444372852233676,0.0
383,0.86,1.4397849462365595,11,6,Xdawn+LDA,0.7885452462772051,0.0
384,0.81,1.4733333333333332,11,7,Xdawn+RG+MDM,0.756153350515464,0.0
385,0.84,1.448666666666667,11,7,Xdawn+RG+LDA,0.7633698453608248,0.0
386,0.88,1.4340579710144925,11,7,Xdawn+RG+SVC,0.7235985824742268,0.0
387,0.91,1.4589285714285718,11,7,Xdawn+LDA,0.7939755154639175,0.0
388,0.89,1.4666666666666668,11,8,Xdawn+RG+MDM,0.7593796023564064,0.0
389,0.89,1.4083333333333334,11,8,Xdawn+RG+LDA,0.7853460972017673,0.0
390,0.89,1.490151515151515,11,8,Xdawn+RG+SVC,0.7658044918998528,0.0
391,0.93,1.4213333333333336,11,8,Xdawn+LDA,0.7995765832106039,0.0
392,0.71,1.4823529411764707,11,9,Xdawn+RG+MDM,0.7670425257731959,0.0
393,0.83,1.5142857142857142,11,9,Xdawn+RG+LDA,0.8005154639175258,0.0
394,0.83,1.4333333333333331,11,9,Xdawn+RG+SVC,0.781701030927835,0.0
395,0.92,1.4436507936507934,11,9,Xdawn+LDA,0.8199312714776632,0.0
396,0.57,1.4799019607843136,12,1,Xdawn+RG+MDM,0.612039764359352,0.0
397,0.54,1.4156565656565654,12,1,Xdawn+RG+LDA,0.6040224594992636,0.0
398,0.5,1.3916666666666666,12,1,Xdawn+RG+SVC,0.5984121870397644,0.0
399,0.55,1.4157894736842103,12,1,Xdawn+LDA,0.5897229381443299,0.0
400,0.54,1.4666666666666668,12,2,Xdawn+RG+MDM,0.6389076130055511,0.0
401,0.54,1.4881944444444446,12,2,Xdawn+RG+LDA,0.6266504758128469,0.0
402,0.58,1.4183908045977014,12,2,Xdawn+RG+SVC,0.6448800555114989,0.0
403,0.5,1.4735632183908052,12,2,Xdawn+LDA,0.6290890166534496,0.0
404,0.5,1.417241379310345,12,3,Xdawn+RG+MDM,0.6442976804123712,0.0
405,0.56,1.4528735632183913,12,3,Xdawn+RG+LDA,0.6396209192439863,0.0
406,0.54,1.4270833333333333,12,3,Xdawn+RG+SVC,0.6229918384879726,0.0
407,0.54,1.524404761904762,12,3,Xdawn+LDA,0.6584944158075601,0.0
408,0.68,1.4877777777777785,12,4,Xdawn+RG+MDM,0.6951323805060918,0.0
409,0.66,1.5005952380952385,12,4,Xdawn+RG+LDA,0.6886539362699156,0.0
410,0.68,1.452020202020202,12,4,Xdawn+RG+SVC,0.6755564667291472,0.0
411,0.64,1.5093333333333334,12,4,Xdawn+LDA,0.6847469540768509,0.0
412,0.62,1.5133333333333334,12,5,Xdawn+RG+MDM,0.6809213917525774,0.0
413,0.55,1.3970238095238094,12,5,Xdawn+RG+LDA,0.6622422680412372,0.0
414,0.6,1.5006410256410256,12,5,Xdawn+RG+SVC,0.6514239690721649,0.0
415,0.55,1.462280701754386,12,5,Xdawn+LDA,0.6667847938144329,0.0
416,0.58,1.5210144927536233,12,6,Xdawn+RG+MDM,0.6875644329896907,0.0
417,0.47,1.4702898550724637,12,6,Xdawn+RG+LDA,0.7009664948453609,0.0
418,0.53,1.4882716049382718,12,6,Xdawn+RG+SVC,0.678393470790378,0.0
419,0.61,1.4784722222222222,12,6,Xdawn+LDA,0.7068513745704468,0.0
420,0.62,1.4906666666666668,12,7,Xdawn+RG+MDM,0.7119281572164948,0.0
421,0.72,1.5356060606060609,12,7,Xdawn+RG+LDA,0.6943540592783505,0.0
422,0.56,1.5563492063492061,12,7,Xdawn+RG+SVC,0.6768282860824743,0.0009951591491699219
423,0.56,1.559523809523809,12,7,Xdawn+LDA,0.6703125,0.0
424,0.57,1.437037037037037,12,8,Xdawn+RG+MDM,0.7014727540500736,0.0
425,0.61,1.405952380952381,12,8,Xdawn+RG+LDA,0.6778994845360824,0.0
426,0.64,1.5388888888888888,12,8,Xdawn+RG+SVC,0.6578240058910162,0.0
427,0.64,1.4921052631578948,12,8,Xdawn+LDA,0.6909977908689249,0.0
428,0.75,1.4194444444444445,12,9,Xdawn+RG+MDM,0.7301224226804124,0.0
429,0.71,1.3935897435897435,12,9,Xdawn+RG+LDA,0.7182667525773196,0.0
430,0.67,1.4185185185185185,12,9,Xdawn+RG+SVC,0.7015786082474227,0.0
431,0.67,1.4541666666666664,12,9,Xdawn+LDA,0.735985824742268,0.0
