,0
0,0.8081715071318096
1,0.8134261768477269
2,0.821318095892765
3,0.8207761048025698
4,0.8231258344679895
5,0.8128709664626489
6,0.8049790474176107
7,0.8124644731450024
8,0.8128775761100904
9,0.808422673734583
