,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,162.8550786972046,144.42574310302734,142.05238223075867,142.59371709823608,124.97317242622375,125.3105127811432,164.35311222076416,141.34418845176697,141.84919953346252,144.7075436115265,188.11025500297544,187.7047975063324,168.96828317642212,194.5127468109131,159.36755537986755,189.755136013031,190.0908386707306,188.7271513938904,187.47974109649655,190.28785300254825,202.25974559783936,185.73663234710693,184.8237965106964,193.7310380935669
1,163.72705912590027,144.70695424079895,141.5567750930786,141.8322286605835,124.23755192756651,124.24452686309814,160.60807585716248,141.43052124977112,143.12470507621765,141.94442534446716,187.93745064735413,195.67648935317996,169.7560157775879,194.5994927883148,158.88308548927307,189.75055122375488,189.79849004745483,188.4632008075714,188.13694071769717,190.51301407814023,205.92795538902283,185.59208393096924,185.38899970054624,193.6532020568848
2,164.99970602989197,143.75023818016052,143.10001945495603,140.90042877197266,125.43843650817873,125.22379112243652,159.6123902797699,141.6386227607727,144.60302186012268,141.1357765197754,187.98623991012573,199.86869072914124,170.5109825134277,194.7506804466248,161.91541361808777,190.141298532486,189.87372827529907,188.95119094848636,188.15711283683777,190.5191512107849,206.9216010570526,193.21016812324524,185.4993455410004,193.3459448814392
3,163.39959001541138,141.75147938728333,142.25745248794556,141.09407830238342,124.89836859703064,125.31857085227966,162.1308138370514,143.4782350063324,144.02027249336243,141.01690077781677,188.09517407417297,191.0504355430603,170.2226629257202,195.05762696266171,158.13277769088745,189.54358577728271,190.13776659965515,188.8357734680176,188.65431118011475,190.5474808216095,207.7677903175354,189.4726567268372,184.86855268478396,194.3461434841156
4,163.98343443870544,143.67963218688965,144.55787754058838,141.003000497818,126.12234711647034,126.27611780166626,160.73695850372314,140.46992874145508,143.1835117340088,141.14964318275452,187.76919531822205,203.33977842330933,169.70183062553406,194.47756695747373,157.03507375717163,190.25660228729248,193.1963095664978,189.58533477783203,190.1933901309967,189.78470849990845,206.8738408088684,185.86007285118103,185.36816716194156,193.4730529785156
5,164.11060619354248,143.0021014213562,144.60529398918152,142.8042345046997,130.6410973072052,125.34812092781068,160.20482683181763,143.13501715660095,145.61297154426575,140.77239513397217,188.2578148841858,207.3927206993103,169.67545986175537,194.46166229248047,160.6007080078125,188.97060132026672,189.45950436592105,188.70091438293457,189.80787682533264,189.8950710296631,206.96964955329892,186.12086415290835,185.59525609016416,194.08784651756287
6,162.16680097579956,142.4852957725525,145.19211506843567,145.40823125839233,134.415189743042,125.1536111831665,159.64585947990415,141.36478519439697,144.87966465950012,139.92496013641355,188.02259230613708,207.70853304862976,168.90751814842224,194.32263135910037,159.38435006141663,189.9355354309082,190.9374222755432,189.76114797592163,189.7985372543335,190.2931444644928,211.0813775062561,185.59220123291016,185.11697840690613,195.3136320114136
7,164.18572402000427,139.80190753936768,143.55727887153623,139.2463893890381,133.1579339504242,125.39769697189332,158.44049072265625,143.88683104515076,145.96595191955566,140.3202166557312,187.84343004226685,198.4403929710388,169.73516964912417,195.73532938957212,160.12896132469177,188.50122714042664,189.72008514404297,188.99285674095157,191.1814043521881,190.7582795619965,206.53998446464536,185.92537474632263,185.35609245300293,195.6095790863037
8,165.44010138511658,137.5763807296753,138.10519790649414,129.24621725082395,134.1790487766266,126.76959919929504,165.29391717910767,140.25195932388306,143.64326310157776,141.34938406944275,188.56290435791016,188.2149670124054,171.24618530273438,194.33384227752688,160.1058828830719,189.3563129901886,190.2543647289276,188.82606840133667,188.6472628116608,189.482280254364,178.87162470817566,185.94795155525208,184.6911118030548,193.86594653129575
9,165.5053939819336,138.24114298820496,138.72943115234375,128.9037070274353,136.67981481552124,125.15973043441772,161.09313297271729,140.00913310050964,143.4359164237976,142.6573748588562,188.49076509475708,187.4291319847107,169.8969874382019,195.5577642917633,158.08675575256348,188.8216381072998,189.46697664260864,190.6656718254089,188.60909342765808,190.1105179786682,173.08345341682434,185.9554653167725,185.2219436168671,193.9147319793701
