,0
0,188.11025500297546
1,187.93745064735413
2,187.98623991012573
3,188.09517407417297
4,187.76919531822205
5,188.2578148841858
6,188.02259230613708
7,187.84343004226685
8,188.56290435791016
9,188.49076509475708
