,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,162.45533204078674,141.4690260887146,141.4583296775818,140.6468517780304,126.18208646774292,125.92653775215148,160.25119972229004,130.71064925193787,137.52130722999573,134.24095630645752,185.48626947402957,189.64695167541504,179.74743819236755,192.5839939117432,158.82648539543152,188.8297431468964,188.98135447502136,187.7966287136078,185.98864841461184,187.8737826347351,205.7404618263245,186.33386421203613,182.5808303356171,212.44217610359192
1,162.72540879249573,139.92608070373535,144.91185975074768,144.66568326950073,124.44010162353516,124.5842170715332,159.9526481628418,133.68251061439514,135.4359564781189,135.74434423446655,185.95703530311584,187.5617401599884,173.2085316181183,192.87187600135803,158.22068786621094,187.30153942108157,188.382349729538,187.2706842422485,185.5951194763184,188.3716161251068,203.98378252983093,185.03050422668457,184.26337480545044,192.95955967903137
2,166.68080687522888,141.0240547657013,141.5548813343048,139.70608687400818,125.04279637336732,125.66574287414552,158.86324000358582,136.70290422439575,139.1616771221161,138.33111548423767,201.6385884284973,186.07212376594543,174.15084195137024,192.9368371963501,157.58716583251953,190.81134629249573,188.34506392478943,187.06452417373657,184.78897643089292,187.6721420288086,205.6610689163208,183.4466598033905,182.9234571456909,191.70593190193176
3,162.64846634864807,140.8653039932251,142.36817479133606,139.34896111488342,124.69094228744508,125.46727538108826,158.26179885864258,138.17582201957703,142.32507061958313,144.37560415267944,206.7285194396973,185.8431396484375,172.19608116149902,193.17218685150144,159.28504848480225,187.1976146697998,188.2091851234436,187.21036195755005,185.36692214012143,188.27544593811035,208.7577202320099,183.80248403549197,182.93050384521484,192.01719975471497
4,163.11719036102295,138.3866424560547,141.3065209388733,140.42704463005066,125.16699171066284,126.14440846443176,162.44874811172485,140.04163146018982,142.13458919525146,143.56890082359314,206.29841685295105,186.78792071342468,174.79949188232422,192.251966714859,158.13329768180847,188.78985047340396,188.4860076904297,186.87734246253967,185.3354268074036,187.85146403312683,202.89098978042605,186.2481827735901,183.36629986763,192.90006017684937
5,162.7860016822815,142.95629286766052,143.74415063858032,142.05358958244324,124.01222634315492,125.55680584907532,160.05370235443115,139.11503791809082,142.50741863250732,140.1693422794342,198.39618492126465,187.55237078666687,173.3938925266266,192.16448593139648,156.2648937702179,187.05386519432068,188.18288683891296,186.96552515029907,185.61031079292297,188.09648180007932,201.19737696647644,184.5794088840485,183.48745489120483,191.79556322097775
6,163.96681547164917,143.58896589279175,141.28095531463623,141.20549702644348,124.26396059989928,126.1480393409729,160.76970505714417,138.70898342132568,140.81248450279236,140.95345950126648,187.1871032714844,187.2942383289337,175.17225456237793,192.255202293396,158.01652216911316,187.70821714401245,189.2688784599304,187.3656885623932,185.06747317314148,188.37710785865784,207.6359956264496,184.2025170326233,183.0179800987244,191.30506825447085
7,161.18523955345154,139.418438911438,140.43719959259033,139.96701741218567,123.39153337478638,124.8166527748108,159.873375415802,138.7705316543579,141.81328439712524,139.74363493919373,186.23940110206604,187.7169518470764,175.8889880180359,192.45978236198425,157.5028841495514,187.06321358680725,188.2469835281372,186.7152693271637,186.91844272613525,188.08526372909543,202.35324835777283,184.2275664806366,183.83387279510495,192.1044230461121
8,160.76461124420166,143.6955764293671,139.98179030418396,139.91624212265015,123.84423565864564,124.721036195755,159.06398558616638,137.9382197856903,140.87706971168518,138.11812686920166,185.87988996505737,186.29395294189453,172.02151226997375,192.84384322166443,159.73065996170044,189.0348155498505,187.63208866119385,187.4586055278778,187.74604606628415,188.52977657318115,203.3770976066589,183.7990789413452,183.3601715564728,191.48628520965576
9,162.60290503501892,142.27253580093384,144.20859146118164,141.9305226802826,123.54495787620544,124.7817177772522,160.2305943965912,139.26823711395264,137.68051886558533,137.55834531784058,186.45691680908203,188.3926937580109,169.0737659931183,192.57478308677676,157.65323972702026,187.12072443962097,187.83495545387268,187.13511633872983,186.9356391429901,188.43280744552607,206.88085389137268,184.36477208137512,183.58010983467105,191.7511007785797
