,score,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline,paradigm,evaluation,pipeline_category
190,1.0,15.226555,100.0,0.1087222,42,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
191,0.41,16.261452,100.0,0.116118304,42,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
192,0.98,16.268145,100.0,0.11617603,43,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
193,1.0,17.77182,100.0,0.12691697,43,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
194,1.0,15.908895,100.0,0.11361256,44,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
195,0.99,14.589728,100.0,0.10419204,44,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
196,0.85,15.129674,100.0,0.10804657,45,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
197,0.99,14.937788,100.0,0.10667723,45,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
198,0.96,15.496684,100.0,0.11066856,46,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
199,0.95,15.566354,100.0,0.111160345,46,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
200,0.31,13.246424,100.0,0.09459837,47,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
201,0.94,14.210326,100.0,0.10148248,47,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
202,1.0,15.095483,100.0,0.10780345,48,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
203,0.99,15.105886,100.0,0.10787363,48,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
204,1.0,15.451709,100.0,0.110335484,49,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
205,0.96,15.209209,100.0,0.108615495,49,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
206,0.94,14.8005295,100.0,0.10569765,50,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
207,0.83,14.619893,100.0,0.10440737,50,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
208,0.77,30.589806,100.0,0.21845768,51,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
209,0.78,16.376904,100.0,0.11695514,51,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
210,0.9,13.89886,100.0,0.09925809,52,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
211,0.69,14.512353,100.0,0.10363948,52,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
212,0.96,14.843933,100.0,0.106004134,53,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
213,0.99,14.476986,100.0,0.10338687,53,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
214,0.81,17.290562,100.0,0.123480156,54,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
215,0.85,14.207091,100.0,0.10145935,54,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + LR,SSVEP,WithinSession,Riemannian
216,0.91,14.285313,100.0,0.102015756,1,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
217,0.75,14.241672,100.0,0.101706184,1,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
218,0.96,13.697907,100.0,0.097822726,2,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
219,0.84,13.366463,100.0,0.0954537,2,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
220,0.8,14.641258,100.0,0.10455992,3,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
221,0.94,14.562316,100.0,0.103994474,3,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
222,1.0,15.881251,100.0,0.113415085,4,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
223,1.0,16.577778,100.0,0.11838768,4,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
224,0.51,21.67949,100.0,0.15482154,5,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
225,0.91,15.516299,100.0,0.110808544,5,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
226,0.99,14.093497,100.0,0.10064599,6,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
227,0.98,14.450101,100.0,0.10319286,6,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
228,1.0,14.420585,100.0,0.10298398,7,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
229,1.0,14.316508,100.0,0.102240756,7,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
230,0.76,13.82073,100.0,0.09869809,8,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
231,0.85,12.411517,100.0,0.08863355,8,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
232,0.89,14.792482,100.0,0.10563821,9,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
233,0.69,13.780549,100.0,0.09841287,9,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
234,0.76,13.219577,100.0,0.09440663,10,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
235,0.86,13.6472435,100.0,0.09746088,10,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
236,0.97,15.814497,100.0,0.112938344,11,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
237,0.98,15.203709,100.0,0.10857436,11,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
238,1.0,14.419712,100.0,0.10297783,12,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
239,0.92,13.883174,100.0,0.09914397,12,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
240,0.86,15.089762,100.0,0.10776242,13,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
241,0.83,13.80897,100.0,0.09861591,13,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
242,0.86,14.962843,100.0,0.10685665,14,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
243,0.66,16.563528,100.0,0.11828784,14,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
244,0.99,14.478999,100.0,0.10340108,15,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
245,0.98,13.069619,100.0,0.0933356,15,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
246,0.98,13.700358,100.0,0.09783831,16,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
247,0.98,15.269112,100.0,0.10904151,16,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
248,0.92,13.825116,100.0,0.098729335,17,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
249,0.9,13.872165,100.0,0.099067226,17,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
250,0.98,15.108818,100.0,0.107898414,18,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
251,1.0,15.917435,100.0,0.113672465,18,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
252,0.88,13.826806,100.0,0.09874334,19,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
253,0.92,13.7889385,100.0,0.09847273,19,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
254,0.85,21.609653,100.0,0.15432484,20,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
255,0.79,13.067972,100.0,0.09332387,20,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
256,0.93,14.447392,100.0,0.10317552,21,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
257,1.0,15.544517,100.0,0.111008324,21,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
258,0.87,13.567337,100.0,0.09688836,22,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
259,0.76,14.134152,100.0,0.10093705,22,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
260,0.43,13.709929,100.0,0.097908616,23,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
261,0.45,14.480091,100.0,0.103407115,23,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
262,0.9,13.787047,100.0,0.09845757,24,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
263,0.89,13.379258,100.0,0.09554712,24,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
264,0.98,14.525583,100.0,0.10373349,25,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
265,0.92,13.781323,100.0,0.09841645,25,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
266,0.94,12.989609,100.0,0.09276414,26,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
267,0.98,13.7953005,100.0,0.09851839,26,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
268,0.95,14.455565,100.0,0.103233814,27,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
269,0.99,14.396488,100.0,0.102811955,27,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
270,0.97,13.4529085,100.0,0.096071474,28,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
271,0.95,13.101941,100.0,0.093566306,28,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
272,0.84,14.00768,100.0,0.100035176,29,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
273,0.64,13.709852,100.0,0.0979081,29,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
274,0.99,14.428568,100.0,0.10304082,30,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
275,0.99,19.55573,100.0,0.13965683,30,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
276,1.0,15.902077,100.0,0.11356202,31,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
277,1.0,16.563997,100.0,0.11829106,31,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
278,0.98,14.439255,100.0,0.10311718,32,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
279,0.86,15.163314,100.0,0.108287685,32,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
280,0.98,13.070486,100.0,0.09334178,33,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
281,0.93,13.072043,100.0,0.09335304,33,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
282,0.48,13.732795,100.0,0.09805999,34,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
283,0.8,13.779865,100.0,0.098406225,34,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
284,0.95,13.496462,100.0,0.09638414,35,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
285,0.84,13.925508,100.0,0.09944821,35,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
286,1.0,16.708317,100.0,0.119321875,36,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
287,1.0,17.15957,100.0,0.12254479,36,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
288,0.96,14.418402,100.0,0.10296849,37,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
289,0.97,14.792747,100.0,0.105639905,37,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
290,0.99,14.436662,100.0,0.1030967,38,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
291,0.95,13.985487,100.0,0.09987665,38,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
292,0.97,13.600894,100.0,0.09712997,39,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
293,0.97,14.053734,100.0,0.100363895,39,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
294,0.66,13.692311,100.0,0.09778269,40,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
295,0.89,14.406044,100.0,0.102880135,40,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
296,0.95,14.402834,100.0,0.10285534,41,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
297,0.98,15.17255,100.0,0.10835158,41,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
298,1.0,14.240128,100.0,0.10169506,42,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
299,0.39,15.420241,100.0,0.11012253,42,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
300,0.98,15.286759,100.0,0.10916933,43,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
301,1.0,16.725542,100.0,0.119444974,43,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
302,1.0,15.056887,100.0,0.10752756,44,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
303,0.99,13.7471485,100.0,0.09817452,44,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
304,0.83,15.10201,100.0,0.10784794,45,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
305,0.98,14.241719,100.0,0.10170632,45,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
306,0.93,14.538296,100.0,0.103822835,46,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
307,0.95,14.510021,100.0,0.10362279,46,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
308,0.27,12.370995,100.0,0.088343956,47,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
309,0.94,13.022486,100.0,0.092996866,47,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
310,0.99,14.151824,100.0,0.101064615,48,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
311,0.98,14.421957,100.0,0.102993876,48,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
312,1.0,14.734717,100.0,0.105225675,49,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
313,0.96,13.791614,100.0,0.09849194,49,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
314,0.94,13.631332,100.0,0.097347185,50,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
315,0.8,13.807179,100.0,0.098601185,50,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
316,0.74,30.240843,100.0,0.21596023,51,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
317,0.77,15.007237,100.0,0.10717307,51,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
318,0.9,13.054775,100.0,0.09322774,52,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
319,0.67,13.68318,100.0,0.09771732,52,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
320,0.94,13.69804,100.0,0.09782364,53,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
321,0.99,13.706139,100.0,0.09788164,53,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
322,0.79,15.906276,100.0,0.113593705,54,session_1,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
323,0.81,13.18095,100.0,0.09412875,54,session_2,62,2,Lee2019-SSVEP,SSVEP_TS + SVM,SSVEP,WithinSession,Riemannian
324,0.26,0.86541647,100.0,,1,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
325,0.25,0.7848808,100.0,,1,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
326,0.19,0.44320306,100.0,,2,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
327,0.18,0.48075414,100.0,,2,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
328,0.26,0.44454107,100.0,,3,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
329,0.26,0.45019165,100.0,,3,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
330,0.16,0.46292186,100.0,,4,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
331,0.27,0.46231264,100.0,,4,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
332,0.29,0.4665614,100.0,,5,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
333,0.21,0.45919004,100.0,,5,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
334,0.27,0.44120294,100.0,,6,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
335,0.25,0.46346503,100.0,,6,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
336,0.21,0.44738716,100.0,,7,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
337,0.26,0.4662035,100.0,,7,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
338,0.27,0.46834153,100.0,,8,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
339,0.24,0.47735626,100.0,,8,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
340,0.24,0.46809167,100.0,,9,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
341,0.22,0.4628005,100.0,,9,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
342,0.33,0.44378525,100.0,,10,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
343,0.26,0.47170568,100.0,,10,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
344,0.31,0.45599046,100.0,,11,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
345,0.24,0.46782112,100.0,,11,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
346,0.3,0.45620498,100.0,,12,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
347,0.22,0.4696657,100.0,,12,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
348,0.23,0.43638438,100.0,,13,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
349,0.19,0.44324535,100.0,,13,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
350,0.26,0.45599836,100.0,,14,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
351,0.18,0.44690138,100.0,,14,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
352,0.27,0.4683544,100.0,,15,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
353,0.24,0.46635857,100.0,,15,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
354,0.27,0.4452278,100.0,,16,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
355,0.21,0.48906022,100.0,,16,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
356,0.24,0.4445506,100.0,,17,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
357,0.17,0.46978444,100.0,,17,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
358,0.26,0.44789425,100.0,,18,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
359,0.28,0.4630785,100.0,,18,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
360,0.22,0.4525606,100.0,,19,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
361,0.22,0.458609,100.0,,19,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
362,0.25,0.44742838,100.0,,20,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
363,0.26,0.44113955,100.0,,20,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
364,0.26,0.43786564,100.0,,21,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
365,0.31,0.45243472,100.0,,21,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
366,0.18,0.4618786,100.0,,22,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
367,0.29,0.47126922,100.0,,22,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
368,0.28,0.46071512,100.0,,23,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
369,0.23,0.49937916,100.0,,23,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
370,0.27,0.46335363,100.0,,24,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
371,0.25,0.46346766,100.0,,24,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
372,0.25,0.4463265,100.0,,25,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
373,0.23,0.46376604,100.0,,25,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
374,0.26,0.44271684,100.0,,26,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
375,0.24,0.46062723,100.0,,26,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
376,0.28,0.462812,100.0,,27,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
377,0.25,0.47557655,100.0,,27,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
378,0.23,0.43872076,100.0,,28,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
379,0.23,0.4798092,100.0,,28,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
380,0.23,0.44456387,100.0,,29,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
381,0.23,0.46880823,100.0,,29,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
382,0.25,0.4603981,100.0,,30,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
383,0.19,0.48029795,100.0,,30,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
384,0.26,0.4631957,100.0,,31,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
385,0.2,0.46576792,100.0,,31,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
386,0.24,0.46831098,100.0,,32,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
387,0.17,0.47317523,100.0,,32,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
388,0.25,0.4542343,100.0,,33,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
389,0.25,0.44874287,100.0,,33,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
390,0.21,0.4601265,100.0,,34,session_1,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
391,0.29,0.4506073,100.0,,34,session_2,62,2,Lee2019-SSVEP,CCA,SSVEP,WithinSession,Raw
