,std_zscore,time,session,dataset,pipeline,paradigm
100,0.06924537439425094,29.513555999999998,session_C,BNCI2015-001,ShallowConvNet,MotorImagery_rf
101,0.0600909466974855,15.304090250000002,session_C,BNCI2015-001,DeepConvNet,MotorImagery_rf
102,0.08849461494915956,1.444797575,session_C,BNCI2015-001,TS + EL,MotorImagery_rf
103,0.09139979143849267,0.09879502125,session_C,BNCI2015-001,FgMDM,MotorImagery_rf
104,0.08953307698834002,0.08123735225,session_C,BNCI2015-001,TS + LR,MotorImagery_rf
105,0.06968276329193596,1.7756530750000001,session_C,BNCI2015-001,TS + SVM,MotorImagery_rf
106,0.09777717013700052,0.25932108000000004,session_C,BNCI2015-001,CSP + LDA,MotorImagery_rf
107,0.11563432394838469,0.129964935,session_C,BNCI2015-001,MDM,MotorImagery_rf
108,0.09914848397731517,0.07905949375,session_C,BNCI2015-001,DLCSPauto + shLDA,MotorImagery_rf
109,0.11605676143594565,9.337416,session_C,BNCI2015-001,CSP + SVM,MotorImagery_rf
110,0.06155536126122565,3.820066325,session_C,BNCI2015-001,FBCSP + SVM,MotorImagery_rf
111,0.06611495670421312,395.9926725,session_C,BNCI2015-001,ACM + TS + SVM,MotorImagery_rf
112,0.06922186552431732,14.162246777777776,session_0,BNCI2015-004,"EEGNet-8,2",MotorImagery_rf
113,0.06027481751563582,18.064752777777777,session_0,BNCI2015-004,EEGTCNet,MotorImagery_rf
114,0.053469967484930235,15.793904000000001,session_0,BNCI2015-004,EEGITNet,MotorImagery_rf
115,0.0557462006677487,30.914135333333334,session_0,BNCI2015-004,EEGNeX,MotorImagery_rf
116,0.11604912619816667,17.888215777777773,session_0,BNCI2015-004,ShallowConvNet,MotorImagery_rf
117,0.1250617131610048,14.892027055555555,session_0,BNCI2015-004,DeepConvNet,MotorImagery_rf
118,0.1346210602436004,5.121427848888889,session_0,BNCI2015-004,DLCSPauto + shLDA,MotorImagery_rf
119,0.10543784555220842,0.7840338166666667,session_0,BNCI2015-004,MDM,MotorImagery_rf
120,0.14923932639626145,3.835214244444445,session_0,BNCI2015-004,TS + EL,MotorImagery_rf
121,0.13713211869724418,6.7739094600000005,session_0,BNCI2015-004,FgMDM,MotorImagery_rf
122,0.1605931869105871,3.2983822333333332,session_0,BNCI2015-004,TS + SVM,MotorImagery_rf
123,0.14351581165308733,2.6813791133333336,session_0,BNCI2015-004,CSP + LDA,MotorImagery_rf
124,0.13653738521638828,6.371446511111111,session_0,BNCI2015-004,CSP + SVM,MotorImagery_rf
125,0.15931106500208575,2.82447051,session_0,BNCI2015-004,TS + LR,MotorImagery_rf
126,0.07943728114558359,0.8437889055555556,session_0,BNCI2015-004,FBCSP + SVM,MotorImagery_rf
127,0.1568860510838722,1026.1696877777779,session_0,BNCI2015-004,ACM + TS + SVM,MotorImagery_rf
128,0.08366675004648945,12.164182222222223,session_1,BNCI2015-004,"EEGNet-8,2",MotorImagery_rf
129,0.0506886016954914,14.658053000000002,session_1,BNCI2015-004,EEGTCNet,MotorImagery_rf
130,0.07119813759315652,16.536254555555555,session_1,BNCI2015-004,EEGITNet,MotorImagery_rf
131,0.12005400204073174,32.02795188888889,session_1,BNCI2015-004,EEGNeX,MotorImagery_rf
132,0.11730451301891133,21.008298222222223,session_1,BNCI2015-004,ShallowConvNet,MotorImagery_rf
133,0.10886585251603724,16.653546833333333,session_1,BNCI2015-004,DeepConvNet,MotorImagery_rf
134,0.06427504356888256,2.00897838,session_1,BNCI2015-004,DLCSPauto + shLDA,MotorImagery_rf
135,0.0741053080703108,1.8950067155555554,session_1,BNCI2015-004,MDM,MotorImagery_rf
136,0.11262225247633839,4.380737511111111,session_1,BNCI2015-004,TS + EL,MotorImagery_rf
137,0.1104954567815498,1.6429919155555557,session_1,BNCI2015-004,FgMDM,MotorImagery_rf
138,0.1408530139623774,4.664510744444446,session_1,BNCI2015-004,TS + SVM,MotorImagery_rf
139,0.06678057512893895,1.8463224953333333,session_1,BNCI2015-004,CSP + LDA,MotorImagery_rf
140,0.05938042384467269,9.0647691,session_1,BNCI2015-004,CSP + SVM,MotorImagery_rf
141,0.1163329314809296,1.9038439144444443,session_1,BNCI2015-004,TS + LR,MotorImagery_rf
142,0.11101291915519967,0.95319993,session_1,BNCI2015-004,FBCSP + SVM,MotorImagery_rf
143,0.11939317447947434,1042.4056466666664,session_1,BNCI2015-004,ACM + TS + SVM,MotorImagery_rf
144,0.15592673720223094,14.662491354128441,session_0,PhysionetMotorImagery,"EEGNet-8,2",MotorImagery_rf
145,0.13246116382629872,12.905036509174312,session_0,PhysionetMotorImagery,EEGTCNet,MotorImagery_rf
146,0.11972405909980759,14.056072522935782,session_0,PhysionetMotorImagery,EEGITNet,MotorImagery_rf
147,0.12063061360188047,15.441041990825688,session_0,PhysionetMotorImagery,EEGNeX,MotorImagery_rf
148,0.14977255962853483,12.103473417431191,session_0,PhysionetMotorImagery,ShallowConvNet,MotorImagery_rf
149,0.15882169602406004,17.6213441559633,session_0,PhysionetMotorImagery,DeepConvNet,MotorImagery_rf
150,0.13962182826857514,2.1433882502201835,session_0,PhysionetMotorImagery,CSP + LDA,MotorImagery_rf
151,0.07396221311423659,3.9450754762385323,session_0,PhysionetMotorImagery,TS + LR,MotorImagery_rf
152,0.10651748262632732,3.661995906422019,session_0,PhysionetMotorImagery,FgMDM,MotorImagery_rf
153,0.07165924475914362,4.660472736697248,session_0,PhysionetMotorImagery,TS + EL,MotorImagery_rf
154,0.07190234419820782,4.69788353027523,session_0,PhysionetMotorImagery,TS + SVM,MotorImagery_rf
155,0.12565750594237138,7.574546786238532,session_0,PhysionetMotorImagery,CSP + SVM,MotorImagery_rf
156,0.13339436971820925,1.9964198499449541,session_0,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery_rf
157,0.11644494663213514,2.9963101233394496,session_0,PhysionetMotorImagery,MDM,MotorImagery_rf
158,0.12430829660044256,1.4225005266055046,session_0,PhysionetMotorImagery,FBCSP + SVM,MotorImagery_rf
159,0.08460506213176446,152.66873498165137,session_0,PhysionetMotorImagery,ACM + TS + SVM,MotorImagery_rf
160,0.08072559002162549,91.89510485714285,session_0,Schirrmeister2017,"EEGNet-8,2",MotorImagery_rf
161,0.07702622725795716,280.00296785714283,session_0,Schirrmeister2017,EEGTCNet,MotorImagery_rf
162,0.08616808659406061,130.05448907142858,session_0,Schirrmeister2017,EEGITNet,MotorImagery_rf
163,0.16912093210183177,464.49325142857134,session_0,Schirrmeister2017,EEGNeX,MotorImagery_rf
164,0.0435377234799471,320.20121928571433,session_0,Schirrmeister2017,ShallowConvNet,MotorImagery_rf
165,0.07137900587827462,106.127537,session_0,Schirrmeister2017,DeepConvNet,MotorImagery_rf
166,0.048978937115830165,45.23324321428572,session_0,Schirrmeister2017,CSP + SVM,MotorImagery_rf
167,0.030821815736032477,13.98806107142857,session_0,Schirrmeister2017,TS + LR,MotorImagery_rf
168,0.05220991717188957,0.5423086028571429,session_0,Schirrmeister2017,DLCSPauto + shLDA,MotorImagery_rf
169,0.03445958111763266,82.60363664285714,session_0,Schirrmeister2017,FgMDM,MotorImagery_rf
170,0.03012837464796618,327.0605385714286,session_0,Schirrmeister2017,TS + EL,MotorImagery_rf
171,0.029167597930100594,349.3914882142857,session_0,Schirrmeister2017,TS + SVM,MotorImagery_rf
172,0.05173653099898351,0.5883504935714285,session_0,Schirrmeister2017,CSP + LDA,MotorImagery_rf
173,0.13131333190529207,11.868311578571431,session_0,Schirrmeister2017,MDM,MotorImagery_rf
174,0.04181649915922546,198.47335871428572,session_0,Schirrmeister2017,FBCSP + SVM,MotorImagery_rf
175,0.030602928095507055,2603.200125,session_0,Schirrmeister2017,ACM + TS + SVM,MotorImagery_rf
176,0.14459776303563895,24.251992,session_0,Weibo2014,"EEGNet-8,2",MotorImagery_rf
177,0.12423154391398514,29.570441,session_0,Weibo2014,EEGTCNet,MotorImagery_rf
178,0.12315153344758047,19.2195519,session_0,Weibo2014,EEGITNet,MotorImagery_rf
179,0.11702259067045293,44.7978774,session_0,Weibo2014,EEGNeX,MotorImagery_rf
180,0.05598478387835418,84.42077,session_0,Weibo2014,ShallowConvNet,MotorImagery_rf
181,0.12633995661765382,35.9970033,session_0,Weibo2014,DeepConvNet,MotorImagery_rf
182,0.046281074097376064,3.8331035200000003,session_0,Weibo2014,FgMDM,MotorImagery_rf
183,0.06357951315474766,2.7403618635000004,session_0,Weibo2014,CSP + LDA,MotorImagery_rf
184,0.059048200768127515,14.5114632,session_0,Weibo2014,CSP + SVM,MotorImagery_rf
185,0.09747283138572575,2.7964769369999996,session_0,Weibo2014,MDM,MotorImagery_rf
186,0.042480757907111186,9.11110455,session_0,Weibo2014,TS + SVM,MotorImagery_rf
187,0.06528396242241487,4.568564723,session_0,Weibo2014,DLCSPauto + shLDA,MotorImagery_rf
188,0.045254924171567894,4.60279952,session_0,Weibo2014,TS + LR,MotorImagery_rf
189,0.03975790176538421,11.57989181,session_0,Weibo2014,TS + EL,MotorImagery_rf
190,0.07906161133283424,3.09451051,session_0,Weibo2014,FBCSP + SVM,MotorImagery_rf
191,0.04124168054276751,845.4575000000001,session_0,Weibo2014,ACM + TS + SVM,MotorImagery_rf
192,0.03133013995094302,10.95022105,session_0,Zhou2016,"EEGNet-8,2",MotorImagery_rf
193,0.02408779849848515,20.8655585,session_0,Zhou2016,EEGTCNet,MotorImagery_rf
194,0.12999604821720254,13.295681,session_0,Zhou2016,EEGITNet,MotorImagery_rf
195,0.07860714538057557,19.273746499999998,session_0,Zhou2016,EEGNeX,MotorImagery_rf
196,0.01642696696772728,20.1856175,session_0,Zhou2016,ShallowConvNet,MotorImagery_rf
