,score,time,session,dataset,pipeline,paradigm
19,0.1946062678564427,14.849969444444444,session_T,BNCI2014-001,"EEGNet-8,2",LeftRightImagery
20,0.17095882892179504,18.538669777777777,session_T,BNCI2014-001,EEGTCNet,LeftRightImagery
21,0.14802507197977977,18.705756666666666,session_T,BNCI2014-001,EEGITNet,LeftRightImagery
22,0.10421878464690061,34.844360555555554,session_T,BNCI2014-001,EEGNeX,LeftRightImagery
23,0.10936044966725139,28.694842,session_T,BNCI2014-001,ShallowConvNet,LeftRightImagery
24,0.1534355984107296,13.8442265,session_T,BNCI2014-001,DeepConvNet,LeftRightImagery
25,0.15402786221444736,13.727467427777777,session_T,BNCI2014-001,CSP + LDA,LeftRightImagery
26,0.16584191444952773,2.2724588866666666,session_T,BNCI2014-001,TRCSP + LDA,LeftRightImagery
27,0.15597177923739503,22.958607405555554,session_T,BNCI2014-001,LogVar + SVM,LeftRightImagery
28,0.15546379201333724,18.054942062222224,session_T,BNCI2014-001,LogVar + LDA,LeftRightImagery
29,0.137803303392606,67.26830179444444,session_T,BNCI2014-001,MDM,LeftRightImagery
30,0.14835999473541092,71.38800741111112,session_T,BNCI2014-001,CSP + SVM,LeftRightImagery
31,0.12882608153784036,99.66172677777779,session_T,BNCI2014-001,TS + LR,LeftRightImagery
32,0.12811279871720088,62.70929376666667,session_T,BNCI2014-001,FgMDM,LeftRightImagery
33,0.15153474755684895,32.633351303333335,session_T,BNCI2014-001,DLCSPauto + shLDA,LeftRightImagery
34,0.13642375976630203,71.79446806666665,session_T,BNCI2014-001,TS + SVM,LeftRightImagery
35,0.1341013657162105,19.464480744444444,session_T,BNCI2014-001,TS + EL,LeftRightImagery
36,0.1391159618587471,1.7324907999999999,session_T,BNCI2014-001,FBCSP + SVM,FilterBankMotorImagery
37,0.10477562973867613,729.3408199999999,session_T,BNCI2014-001,ACM + TS + SVM,LeftRightImagery
38,0.15367527622727514,8.54839311111111,session_0,BNCI2014-004,"EEGNet-8,2",LeftRightImagery
39,0.14248405454986618,16.959296555555554,session_0,BNCI2014-004,EEGTCNet,LeftRightImagery
40,0.10399056250422288,11.462780222222221,session_0,BNCI2014-004,EEGITNet,LeftRightImagery
41,0.08558172123263422,9.948256888888888,session_0,BNCI2014-004,EEGNeX,LeftRightImagery
42,0.12049805996501704,6.3571534,session_0,BNCI2014-004,ShallowConvNet,LeftRightImagery
43,0.11867613529037033,9.195915544444443,session_0,BNCI2014-004,DeepConvNet,LeftRightImagery
44,0.12004478895710338,0.31111833966666663,session_0,BNCI2014-004,FgMDM,LeftRightImagery
45,0.1219924951958303,0.9806006566666667,session_0,BNCI2014-004,TS + LR,LeftRightImagery
46,0.11883468191074904,0.73169935,session_0,BNCI2014-004,MDM,LeftRightImagery
47,0.12307006106366976,0.9597920844444445,session_0,BNCI2014-004,TS + SVM,LeftRightImagery
48,0.12563373701647404,2.3042674202222226,session_0,BNCI2014-004,TRCSP + LDA,LeftRightImagery
49,0.12580653469924627,6.334129233333333,session_0,BNCI2014-004,CSP + SVM,LeftRightImagery
50,0.10990493690647819,0.8701088761111111,session_0,BNCI2014-004,CSP + LDA,LeftRightImagery
51,0.12092600509992381,1.7921835326666664,session_0,BNCI2014-004,LogVar + LDA,LeftRightImagery
52,0.11470548321317528,2.0010820977777772,session_0,BNCI2014-004,LogVar + SVM,LeftRightImagery
53,0.1295133484833948,1.9397408733333334,session_0,BNCI2014-004,TS + EL,LeftRightImagery
54,0.11197542932205264,2.336249722,session_0,BNCI2014-004,DLCSPauto + shLDA,LeftRightImagery
55,0.13512383353133262,0.7216482955555557,session_0,BNCI2014-004,FBCSP + SVM,FilterBankMotorImagery
56,0.1209623485152554,21.270315999999998,session_0,BNCI2014-004,ACM + TS + SVM,LeftRightImagery
57,0.1385170658946587,8.696017522222222,session_1,BNCI2014-004,"EEGNet-8,2",LeftRightImagery
58,0.1353689208585236,15.296948499999997,session_1,BNCI2014-004,EEGTCNet,LeftRightImagery
59,0.12086773630713642,11.088936111111112,session_1,BNCI2014-004,EEGITNet,LeftRightImagery
60,0.12268705502955457,11.133507999999999,session_1,BNCI2014-004,EEGNeX,LeftRightImagery
61,0.13906014019951463,6.022226022222222,session_1,BNCI2014-004,ShallowConvNet,LeftRightImagery
62,0.14242004159449048,8.766182366666666,session_1,BNCI2014-004,DeepConvNet,LeftRightImagery
63,0.12151377590593732,1.224497678222222,session_1,BNCI2014-004,FgMDM,LeftRightImagery
64,0.1121810037478852,3.1419669711111116,session_1,BNCI2014-004,TS + LR,LeftRightImagery
65,0.12990764522367673,0.33308095266666665,session_1,BNCI2014-004,MDM,LeftRightImagery
66,0.1095078838234636,4.871079444444444,session_1,BNCI2014-004,TS + SVM,LeftRightImagery
67,0.12133451270970183,0.7467035444444444,session_1,BNCI2014-004,TRCSP + LDA,LeftRightImagery
68,0.11554179606314516,5.1484424777777775,session_1,BNCI2014-004,CSP + SVM,LeftRightImagery
69,0.11709341918920728,1.5794098333333335,session_1,BNCI2014-004,CSP + LDA,LeftRightImagery
70,0.11988059186657828,0.726544965,session_1,BNCI2014-004,LogVar + LDA,LeftRightImagery
71,0.13016607113075662,2.3030757844444443,session_1,BNCI2014-004,LogVar + SVM,LeftRightImagery
72,0.11592049398411454,1.9291382222222222,session_1,BNCI2014-004,TS + EL,LeftRightImagery
73,0.11776237951233685,1.1941685536666666,session_1,BNCI2014-004,DLCSPauto + shLDA,LeftRightImagery
74,0.13665599076833818,0.6992656700000001,session_1,BNCI2014-004,FBCSP + SVM,FilterBankMotorImagery
75,0.14395711000508737,21.194465666666662,session_1,BNCI2014-004,ACM + TS + SVM,LeftRightImagery
76,0.16011458019039065,9.605318877777778,session_2,BNCI2014-004,"EEGNet-8,2",LeftRightImagery
77,0.17406005684002585,15.19709011111111,session_2,BNCI2014-004,EEGTCNet,LeftRightImagery
78,0.14949187886325166,11.618758333333334,session_2,BNCI2014-004,EEGITNet,LeftRightImagery
79,0.14830957630056782,15.474513111111113,session_2,BNCI2014-004,EEGNeX,LeftRightImagery
80,0.17504059893648083,6.935009033333333,session_2,BNCI2014-004,ShallowConvNet,LeftRightImagery
81,0.18315160788871837,9.76814848888889,session_2,BNCI2014-004,DeepConvNet,LeftRightImagery
82,0.17413683362971144,2.774371547222222,session_2,BNCI2014-004,FgMDM,LeftRightImagery
83,0.17439588642335907,2.668529254888889,session_2,BNCI2014-004,TS + LR,LeftRightImagery
84,0.17023766335139146,1.1066507979999998,session_2,BNCI2014-004,MDM,LeftRightImagery
85,0.1801955778069736,1.6290058,session_2,BNCI2014-004,TS + SVM,LeftRightImagery
86,0.17493273717928698,0.6963690512222223,session_2,BNCI2014-004,TRCSP + LDA,LeftRightImagery
87,0.18563152386174764,7.361362633333333,session_2,BNCI2014-004,CSP + SVM,LeftRightImagery
88,0.17671584939411666,1.9201542495555555,session_2,BNCI2014-004,CSP + LDA,LeftRightImagery
89,0.15845407775788586,2.3084915333333336,session_2,BNCI2014-004,LogVar + LDA,LeftRightImagery
90,0.15407386950384835,2.8479278066666667,session_2,BNCI2014-004,LogVar + SVM,LeftRightImagery
91,0.18175085120455486,2.7037047000000003,session_2,BNCI2014-004,TS + EL,LeftRightImagery
92,0.17889371917273533,2.505901301111111,session_2,BNCI2014-004,DLCSPauto + shLDA,LeftRightImagery
93,0.1521783354149867,0.8589154377777778,session_2,BNCI2014-004,FBCSP + SVM,FilterBankMotorImagery
94,0.16293362626452704,25.263313,session_2,BNCI2014-004,ACM + TS + SVM,LeftRightImagery
95,0.19595485244061556,8.871662044444443,session_3,BNCI2014-004,"EEGNet-8,2",LeftRightImagery
96,0.1909401819024642,13.856005888888888,session_3,BNCI2014-004,EEGTCNet,LeftRightImagery
97,0.14830438895741455,11.304387444444444,session_3,BNCI2014-004,EEGITNet,LeftRightImagery
98,0.1731392884045563,14.368320333333335,session_3,BNCI2014-004,EEGNeX,LeftRightImagery
99,0.20918637241287844,7.170138099999999,session_3,BNCI2014-004,ShallowConvNet,LeftRightImagery
100,0.20036682027144828,9.689542522222222,session_3,BNCI2014-004,DeepConvNet,LeftRightImagery
101,0.1579667291231284,1.4767053399999999,session_3,BNCI2014-004,FgMDM,LeftRightImagery
102,0.15729491077540622,0.759743583888889,session_3,BNCI2014-004,TS + LR,LeftRightImagery
103,0.15571585093193163,1.2803212222222224,session_3,BNCI2014-004,MDM,LeftRightImagery
104,0.15924458958239973,2.711291361111111,session_3,BNCI2014-004,TS + SVM,LeftRightImagery
105,0.15279648670176071,1.8520691711111112,session_3,BNCI2014-004,TRCSP + LDA,LeftRightImagery
106,0.16263009636150158,6.762223544444445,session_3,BNCI2014-004,CSP + SVM,LeftRightImagery
107,0.1556293270075679,0.9701667533333335,session_3,BNCI2014-004,CSP + LDA,LeftRightImagery
108,0.1801114415016607,0.7424411833333333,session_3,BNCI2014-004,LogVar + LDA,LeftRightImagery
109,0.1678424822263486,1.4551895411111113,session_3,BNCI2014-004,LogVar + SVM,LeftRightImagery
110,0.15526438929185088,2.087555122222222,session_3,BNCI2014-004,TS + EL,LeftRightImagery
111,0.15544866195155968,2.7227581455555554,session_3,BNCI2014-004,DLCSPauto + shLDA,LeftRightImagery
112,0.18333135566120173,0.7914275511111111,session_3,BNCI2014-004,FBCSP + SVM,FilterBankMotorImagery
113,0.15579276230124223,24.41563422222222,session_3,BNCI2014-004,ACM + TS + SVM,LeftRightImagery
114,0.18736978823546557,8.957287066666666,session_4,BNCI2014-004,"EEGNet-8,2",LeftRightImagery
115,0.20810111194658,14.96658088888889,session_4,BNCI2014-004,EEGTCNet,LeftRightImagery
