,std_zscore,time,session,dataset,pipeline,paradigm
55,0.14071127182422044,25.291020102752295,session_0,PhysionetMotorImagery,TS + EL,MotorImagery_all
56,0.1405949469921568,2.2208920137614685,session_0,PhysionetMotorImagery,TS + LR,MotorImagery_all
57,0.12983087180233635,6.1675698396330265,session_0,PhysionetMotorImagery,MDM,MotorImagery_all
58,0.14618014881310196,1190.5449858715597,session_0,PhysionetMotorImagery,CSP + SVM,MotorImagery_all
59,0.14654424493873067,8.482141944036698,session_0,PhysionetMotorImagery,DLCSPauto + shLDA,MotorImagery_all
60,0.14171564458947758,3.2042243532110097,session_0,PhysionetMotorImagery,FgMDM,MotorImagery_all
61,0.14351676998193716,8.780583234862384,session_0,PhysionetMotorImagery,CSP + LDA,MotorImagery_all
62,0.12544298836819692,68.7581273853211,session_0,PhysionetMotorImagery,FBCSP + SVM,MotorImagery_all
63,0.14869440053829924,332.83700000000005,session_0,PhysionetMotorImagery,ACM + TS + SVM,MotorImagery_all
64,0.1196337337173712,471.15728,session_0,Schirrmeister2017,EEGTCNet,MotorImagery_all
65,0.1305022453267511,214.51948785714285,session_0,Schirrmeister2017,"EEGNet-8,2",MotorImagery_all
66,0.18106697576376576,405.86182285714284,session_0,Schirrmeister2017,DeepConvNet,MotorImagery_all
67,0.14149080691548324,1075.1257621428572,session_0,Schirrmeister2017,EEGNeX,MotorImagery_all
68,0.14676588286495942,336.80249142857144,session_0,Schirrmeister2017,EEGITNet,MotorImagery_all
69,0.1010785215607531,4.819618021428572,session_0,Schirrmeister2017,MDM,MotorImagery_all
70,0.09279996029393109,4.9577661214285715,session_0,Schirrmeister2017,TS + LR,MotorImagery_all
71,0.10550249434728022,531.3518721428571,session_0,Schirrmeister2017,CSP + SVM,MotorImagery_all
72,0.10080337939808337,61.4208665,session_0,Schirrmeister2017,FgMDM,MotorImagery_all
73,0.09395454292304,86.774691,session_0,Schirrmeister2017,TS + EL,MotorImagery_all
74,0.10419077426356957,3.0271753428571424,session_0,Schirrmeister2017,CSP + LDA,MotorImagery_all
75,0.09559251910915374,23.104729499999998,session_0,Schirrmeister2017,TS + SVM,MotorImagery_all
76,0.10443878866529913,2.9170686285714287,session_0,Schirrmeister2017,DLCSPauto + shLDA,MotorImagery_all
77,0.09569334000366778,1877.5478428571425,session_0,Schirrmeister2017,ShallowConvNet,MotorImagery_all
78,0.10196031936372449,6341.773635714287,session_0,Schirrmeister2017,ACM + TS + SVM,MotorImagery_all
79,0.08587058544213846,181.90692642857144,session_0,Schirrmeister2017,FBCSP + SVM,MotorImagery_all
80,0.1404704286024909,34.2388724,session_0,Weibo2014,"EEGNet-8,2",MotorImagery_all
81,0.03876481175114936,47.424580000000006,session_0,Weibo2014,EEGTCNet,MotorImagery_all
82,0.07999788120541157,43.4866037,session_0,Weibo2014,EEGITNet,MotorImagery_all
83,0.11015916517253704,126.255782,session_0,Weibo2014,EEGNeX,MotorImagery_all
84,0.1036076485189619,100.2113981,session_0,Weibo2014,ShallowConvNet,MotorImagery_all
85,0.09804726339669921,73.0829022,session_0,Weibo2014,DeepConvNet,MotorImagery_all
86,0.0866698149453855,2.01196917,session_0,Weibo2014,MDM,MotorImagery_all
87,0.09262482116969807,3.4260148399999997,session_0,Weibo2014,FgMDM,MotorImagery_all
88,0.08392163382901273,2.1209454800000005,session_0,Weibo2014,TS + LR,MotorImagery_all
89,0.11869066079625264,4.84518394,session_0,Weibo2014,CSP + LDA,MotorImagery_all
90,0.0961877285107169,15.092745000000003,session_0,Weibo2014,TS + SVM,MotorImagery_all
91,0.11974138322611015,4.82886682,session_0,Weibo2014,DLCSPauto + shLDA,MotorImagery_all
92,0.11953497185508621,677.4126650000001,session_0,Weibo2014,CSP + SVM,MotorImagery_all
93,0.08766316443931554,34.0226515,session_0,Weibo2014,TS + EL,MotorImagery_all
94,0.10052545851239204,37.9020129,session_0,Weibo2014,FBCSP + SVM,MotorImagery_all
95,0.110141933959446,2830.80454,session_0,Weibo2014,ACM + TS + SVM,MotorImagery_all
96,0.054332713691253504,18.10513925,session_0,Zhou2016,"EEGNet-8,2",MotorImagery_all
97,0.011547824022892731,15.749755625,session_0,Zhou2016,EEGTCNet,MotorImagery_all
98,0.17612043021391258,18.81386625,session_0,Zhou2016,EEGITNet,MotorImagery_all
99,0.09451546187945485,34.631685499999996,session_0,Zhou2016,EEGNeX,MotorImagery_all
100,0.05038511187750532,26.75904125,session_0,Zhou2016,ShallowConvNet,MotorImagery_all
101,0.02034205994895534,14.34079925,session_0,Zhou2016,DeepConvNet,MotorImagery_all
102,0.04875644560214996,26.3287905075,session_0,Zhou2016,CSP + LDA,MotorImagery_all
103,0.05079561614850903,14.228512495,session_0,Zhou2016,DLCSPauto + shLDA,MotorImagery_all
104,0.05089804471117977,282.19395499999996,session_0,Zhou2016,CSP + SVM,MotorImagery_all
105,0.051927510657239655,6.2061387675,session_0,Zhou2016,TS + LR,MotorImagery_all
106,0.04242715463278425,19.44253,session_0,Zhou2016,TS + EL,MotorImagery_all
107,0.052839408438748806,165.95880527,session_0,Zhou2016,FgMDM,MotorImagery_all
108,0.054543445983150834,4.155263905,session_0,Zhou2016,MDM,MotorImagery_all
109,0.057987445195369004,7.3977910499999995,session_0,Zhou2016,TS + SVM,MotorImagery_all
110,0.0349185188262882,1.7651039750000002,session_0,Zhou2016,FBCSP + SVM,MotorImagery_all
111,0.0441838044229647,204.248155,session_0,Zhou2016,ACM + TS + SVM,MotorImagery_all
112,0.02529374957192117,18.518149,session_1,Zhou2016,"EEGNet-8,2",MotorImagery_all
113,0.025139741293476254,13.660647999999998,session_1,Zhou2016,EEGTCNet,MotorImagery_all
114,0.1541753092383745,22.524272250000003,session_1,Zhou2016,EEGITNet,MotorImagery_all
115,0.13050037264282038,32.167289249999996,session_1,Zhou2016,EEGNeX,MotorImagery_all
116,0.01707366966608768,20.39649875,session_1,Zhou2016,ShallowConvNet,MotorImagery_all
117,0.05360408335677197,13.538372500000001,session_1,Zhou2016,DeepConvNet,MotorImagery_all
118,0.04644858010783851,107.81338670749999,session_1,Zhou2016,CSP + LDA,MotorImagery_all
