,0
0,1774.0354964733124
1,1774.4765875339508
2,1783.6177022457123
3,1783.127681016922
4,1775.8238337039948
5,1777.5419075489044
6,1775.7496416568756
7,1773.7002606391907
8,1782.1626768112183
9,1782.2507011890411
