,0
0,518.6777794361115
1,500.68268179893494
2,505.8109817504883
3,503.2670612335205
4,504.7338647842407
5,504.55345344543457
6,503.70664143562317
7,499.95783591270447
8,513.6636648178101
9,500.4042799472809
