,0
0,883.9932782649994
1,822.1986260414124
2,968.5383019447327
3,491.7530038356781
4,922.6293594837189
5,398.24083280563354
6,411.1535110473633
7,421.793710231781
8,425.2930383682251
9,473.0122981071472
