,0
0,20.806090116500854
1,20.123928785324097
2,20.364630460739136
3,20.097302436828613
4,20.25270986557007
5,20.162118434906006
6,20.128870487213135
7,20.190141201019287
8,20.28749990463257
9,20.2924644947052
