,0
0,441.05925607681274
1,437.8642518520355
2,424.3731281757355
3,438.02594804763794
4,463.39517641067505
5,483.070739030838
6,495.7196023464203
7,598.5826218128204
8,708.2846710681915
9,816.8705277442932
