,0
0,398.9619450569153
1,388.87848377227783
2,386.06924510002136
3,383.90044498443604
4,379.7689847946167
5,378.5900824069977
6,386.97367572784424
7,391.57264471054077
8,380.8870096206665
9,371.6028079986572
