,0
0,1.0
1,0.98
2,0.88
3,0.85
4,0.98
5,0.9
6,0.68
7,0.92
8,0.68
9,0.52
10,0.8
11,0.65
12,0.6
13,0.88
14,0.32
15,0.92
16,0.82
17,0.9
18,0.72
19,0.65
20,0.95
21,0.9
22,0.6
23,1.0
