,0
0,0.49
1,0.81
2,0.25
3,0.93
4,0.75
5,0.88
6,0.81
7,0.92
8,0.84
9,0.69
10,0.76
11,0.63
12,0.73
13,0.84
14,0.47
15,0.92
16,0.89
17,0.89
18,0.2
19,0.76
20,0.71
21,0.39
22,0.41
23,0.91
