,0
0,0.78
1,0.91
2,0.29
3,0.91
4,0.78
5,0.82
6,0.91
7,0.95
8,0.82
9,0.8
10,0.8
11,0.85
12,0.73
13,0.87
14,0.55
15,0.93
16,0.85
17,0.93
18,0.16
19,0.71
20,0.82
21,0.45
22,0.36
23,0.93
