,0
0,1.0
1,0.95
2,0.92
3,0.98
4,0.95
5,0.95
6,0.62
7,0.95
8,0.72
9,0.8
10,0.88
11,0.9
12,0.85
13,0.98
14,0.62
15,0.88
16,0.88
17,0.95
18,0.72
19,0.88
20,1.0
21,0.88
22,0.65
23,1.0
