,0
0,1.0
1,0.98
2,0.88
3,0.92
4,1.0
5,1.0
6,0.6
7,0.92
8,0.9
9,0.82
10,0.92
11,0.68
12,0.82
13,0.98
14,0.8
15,0.92
16,1.0
17,0.88
18,0.85
19,0.82
20,1.0
21,0.92
22,0.57
23,0.98
