,0
0,1.0
1,0.96
2,0.95
3,0.98
4,0.98
5,1.0
6,0.84
7,0.93
8,0.82
9,0.64
10,0.91
11,0.85
12,0.91
13,0.98
14,0.85
15,1.0
16,1.0
17,0.96
18,0.87
19,0.87
20,0.98
21,0.96
22,0.82
23,0.95
