,0,1,2,3,4,5,6,7,8,9,10,11
0,0.94,0.66,0.94,0.94,0.97,1.0,1.0,0.97,0.47,1.0,0.91,0.34
1,0.97,0.84,0.91,0.84,0.97,1.0,0.94,0.47,0.56,1.0,0.84,0.34
2,0.91,0.81,0.91,0.94,0.97,1.0,0.97,0.31,0.56,1.0,0.81,0.5
3,0.91,0.66,0.91,0.88,1.0,1.0,1.0,0.94,0.69,1.0,0.91,0.47
4,0.91,0.75,0.91,0.69,0.97,1.0,1.0,1.0,0.56,1.0,0.94,0.75
5,0.91,0.81,0.91,0.94,1.0,0.97,1.0,0.47,0.56,1.0,0.88,0.59
6,0.91,0.78,1.0,0.91,1.0,1.0,1.0,0.84,0.47,1.0,0.91,0.44
7,0.88,0.84,0.94,0.88,1.0,0.97,1.0,0.53,0.41,1.0,0.91,0.59
8,0.88,0.81,0.84,0.91,0.97,1.0,1.0,0.91,0.53,1.0,0.91,0.41
9,1.0,0.59,0.91,0.94,1.0,1.0,1.0,0.41,0.59,1.0,0.91,0.59
