,0
0,1.0
1,0.98
2,0.93
3,0.91
4,0.98
5,0.95
6,0.87
7,0.93
8,0.87
9,0.76
10,0.98
11,0.87
12,0.91
13,0.96
14,0.69
15,0.78
16,0.98
17,0.95
18,0.84
19,0.69
20,0.96
21,0.96
22,0.69
23,0.98
