,0
0,0.52
1,0.98
2,0.9
3,0.92
4,0.85
5,0.9
6,0.62
7,0.92
8,0.75
9,0.57
10,0.95
11,0.82
12,0.8
13,0.92
14,0.57
15,0.78
16,0.98
17,0.92
18,0.68
19,0.7
20,0.98
21,0.92
22,0.72
23,0.98
