,0
0,1.0
1,0.93
2,0.92
3,0.99
4,0.95
5,1.0
6,0.91
7,0.92
8,0.75
9,0.64
10,0.96
11,0.88
12,0.84
13,0.93
14,0.8
15,0.91
16,0.99
17,0.87
18,0.85
19,0.85
20,0.99
21,0.92
22,0.63
23,1.0
